"line","frequency","output","input"
"23166",5,"shellshaped","shellshap"
"23167",76,"shelter","shelter"
"23168",24,"sheltered","shelter"
"23169",32,"sheltering","shelter"
"23170",45,"shelton","shelton"
"23171",23,"shelved","shelv"
"23172",50,"shelves","shelv"
"23173",8,"shelving","shelv"
"23174",19,"shepherd","shepherd"
"23175",7,"sherbet","sherbet"
"23176",5,"sheri","sheri"
"23177",50,"sheridan","sheridan"
"23178",16,"sherie","sheri"
"23179",72,"sheriff","sheriff"
"23180",96,"sheriffs","sheriff"
"23181",4,"sherlock","sherlock"
"23182",31,"sherrod","sherrod"
"23183",6,"sherwood","sherwood"
"23184",252,"shes","she"
"23185",24,"sheva","sheva"
"23186",8,"shhhhhhh","shhhhhhh"
"23187",39,"shia","shia"
"23188",14,"shiaa","shiaa"
"23189",18,"shiang","shiang"
"23190",43,"shias","shia"
"23191",12,"shieet","shieet"
"23192",7,"shield","shield"
"23193",9,"shields","shield"
"23194",199,"shift","shift"
"23195",3,"shifted","shift"
"23196",21,"shifts","shift"
"23197",2,"shifty","shifti"
"23198",33,"shimmer","shimmer"
"23199",58,"shin","shin"
"23200",121,"shine","shine"
"23201",4,"shiner","shiner"
"23202",9,"shining","shine"
"23203",38,"shiny","shini"
"23204",128,"ship","ship"
"23205",25,"shipbuilding","shipbuild"
"23206",3,"shipments","shipment"
"23207",66,"shipped","ship"
"23208",82,"shipping","ship"
"23209",182,"ships","ship"
"23210",11,"shipwreck","shipwreck"
"23211",8,"shirley","shirlei"
"23212",323,"shirt","shirt"
"23213",1,"shirtless","shirtless"
"23214",157,"shirts","shirt"
"23215",1028,"shit","shit"
"23216",24,"shitawful","shitaw"
"23217",60,"shittttt","shittttt"
"23218",54,"shitty","shitti"
"23219",2,"shiver","shiver"
"23220",4,"shlaa","shlaa"
"23221",55,"sho","sho"
"23222",79,"shock","shock"
"23223",102,"shocked","shock"
"23224",7,"shocker","shocker"
"23225",50,"shocking","shock"
"23226",56,"shockingly","shockingli"
"23227",237,"shoe","shoe"
"23228",4,"shoehorned","shoehorn"
"23229",438,"shoes","shoe"
"23230",11,"shofners","shofner"
"23231",36,"shone","shone"
"23232",47,"shonibare","shonibar"
"23233",3,"shook","shook"
"23234",51,"shoos","shoo"
"23235",325,"shoot","shoot"
"23236",15,"shootfirstaskquestionslater","shootfirstaskquestionslat"
"23237",28,"shooter","shooter"
"23238",54,"shooters","shooter"
"23239",507,"shooting","shoot"
"23240",2,"shootings","shoot"
"23241",44,"shootout","shootout"
"23242",16,"shoots","shoot"
"23243",466,"shop","shop"
"23244",15,"shopinternet","shopinternet"
"23245",1,"shopkeeper","shopkeep"
"23246",7,"shopped","shop"
"23247",40,"shopper","shopper"
"23248",36,"shoppers","shopper"
"23249",159,"shopping","shop"
"23250",25,"shoprite","shoprit"
"23251",156,"shops","shop"
"23252",111,"shore","shore"
"23253",28,"shore","shore"
"23254",1054,"short","short"
"23255",30,"shortrange","shortrang"
"23256",3,"shortterm","shortterm"
"23257",44,"shortage","shortag"
"23258",25,"shortages","shortag"
"23259",58,"shortall","shortal"
"23260",64,"shortcomings","shortcom"
"23261",1,"shortcut","shortcut"
"23262",31,"shortcuts","shortcut"
"23263",38,"shortened","shorten"
"23264",16,"shortening","shorten"
"23265",1,"shorter","shorter"
"23266",17,"shortfall","shortfal"
"23267",19,"shorthand","shorthand"
"23268",31,"shortlived","shortliv"
"23269",169,"shortly","shortli"
"23270",83,"shorts","short"
"23271",2,"shorttempered","shorttemp"
"23272",56,"shortterm","shortterm"
"23273",1,"shorty","shorti"
"23274",781,"shot","shot"
"23275",39,"shot","shot"
"23276",46,"shotgun","shotgun"
"23277",44,"shotgunwielding","shotgunwield"
"23278",192,"shots","shot"
"23279",4532,"should","should"
"23280",82,"shoulda","shoulda"
"23281",149,"shoulder","shoulder"
"23282",34,"shouldered","shoulder"
"23283",68,"shoulders","shoulder"
"23284",260,"shouldn","shouldn"
"23285",10,"shouldnt","shouldnt"
"23286",83,"shouldnt","shouldnt"
"23287",241,"shout","shout"
"23288",4,"shoutout","shoutout"
"23289",8,"shouted","shout"
"23290",158,"shoutout","shoutout"
"23291",18,"shoutouts","shoutout"
"23292",86,"shouts","shout"
"23293",38,"shove","shove"
"23294",68,"shoving","shove"
"23295",2992,"show","show"
"23296",34,"showalter","showalt"
"23297",53,"showcase","showcas"
"23298",41,"showcased","showcas"
"23299",67,"showcases","showcas"
"23300",65,"showcasing","showcas"
"23301",3,"showdown","showdown"
"23302",653,"showed","show"
"23303",316,"shower","shower"
"23304",20,"showered","shower"
"23305",79,"showering","shower"
"23306",39,"showers","shower"
"23307",5,"showeth","showeth"
"23308",20,"showgirls","showgirl"
"23309",583,"showing","show"
"23310",40,"showings","show"
"23311",52,"showman","showman"
"23312",341,"shown","shown"
"23313",2,"showoff","showoff"
"23314",885,"shows","show"
"23315",6,"shows","show"
"23316",38,"showtime","showtim"
"23317",21,"shred","shred"
"23318",8,"shred","shred"
"23319",40,"shredded","shred"
"23320",12,"shredding","shred"
"23321",1,"shreds","shred"
"23322",34,"shrek","shrek"
"23323",21,"shrew","shrew"
"23324",21,"shrewsized","shrewsiz"
"23325",1,"shrewdly","shrewdli"
"23326",30,"shriek","shriek"
"23327",4,"shrimp","shrimp"
"23328",2,"shrimpandgrits","shrimpandgrit"
"23329",36,"shrine","shrine"
"23330",36,"shrink","shrink"
"23331",2,"shriver","shriver"
"23332",5,"shroom","shroom"
"23333",28,"shrouded","shroud"
"23334",132,"shrubs","shrub"
"23335",1,"shrug","shrug"
"23336",16,"shrugged","shrug"
"23337",40,"shrugging","shrug"
"23338",17,"shrugs","shrug"
"23339",3,"shrunken","shrunken"
"23340",1,"shucks","shuck"
"23341",14,"shuddered","shudder"
"23342",97,"shuffle","shuffl"
"23343",85,"shuffled","shuffl"
"23344",67,"shui","shui"
"23345",28,"shun","shun"
"23346",36,"shunted","shunt"
"23347",359,"shut","shut"
"23348",6,"shutdown","shutdown"
"23349",24,"shutdowns","shutdown"
"23350",118,"shutout","shutout"
"23351",43,"shutting","shut"
"23352",79,"shuttle","shuttl"
"23353",30,"shuttles","shuttl"
"23354",21,"shux","shux"
"23355",134,"shy","shy"
"23356",62,"shyness","shyness"
"23357",12,"sibiu","sibiu"
"23358",27,"sibleys","sibley"
"23359",20,"sibol","sibol"
"23360",1,"sichuanese","sichuanes"
"23361",1,"sicily","sicili"
"23362",492,"sick","sick"
"23363",2,"sicker","sicker"
"23364",139,"sickness","sick"
"23365",30,"sicord","sicord"
"23366",13,"sid","sid"
"23367",1213,"side","side"
"23368",22,"sidefooted","sidefoot"
"23369",14,"side","side"
"23370",38,"sideburns","sideburn"
"23371",26,"sided","side"
"23372",30,"sideline","sidelin"
"23373",38,"sidelined","sidelin"
"23374",1,"sidelines","sidelin"
"23375",383,"sides","side"
"23376",18,"sideshow","sideshow"
"23377",36,"sidewalks","sidewalk"
"23378",37,"sideways","sidewai"
"23379",36,"siedhoff","siedhoff"
"23380",8,"siege","sieg"
"23381",29,"siegel","siegel"
"23382",5,"siemens","siemen"
"23383",2,"sierra","sierra"
"23384",9,"siewnya","siewnya"
"23385",4,"sifted","sift"
"23386",52,"sigh","sigh"
"23387",33,"sighed","sigh"
"23388",53,"sight","sight"
"23389",1,"sighting","sight"
"23390",22,"sightings","sight"
"23391",25,"sightly","sightli"
"23392",591,"sign","sign"
"23393",16,"signon","signon"
"23394",4,"signups","signup"
"23395",175,"signal","signal"
"23396",82,"signals","signal"
"23397",25,"signature","signatur"
"23398",4,"signatures","signatur"
"23399",520,"signed","sign"
"23400",26,"signee","signe"
"23401",1,"signers","signer"
"23402",39,"significance","signific"
"23403",541,"significant","signific"
"23404",81,"significantly","significantli"
"23405",106,"signing","sign"
"23406",34,"signings","sign"
"23407",231,"signs","sign"
"23408",94,"sigs","sig"
"23409",35,"silas","sila"
"23410",3,"silatolu","silatolu"
"23411",217,"silence","silenc"
"23412",56,"silenced","silenc"
"23413",71,"silent","silent"
"23414",33,"silently","silent"
"23415",1,"silfastmcphall","silfastmcphal"
"23416",14,"silicon","silicon"
"23417",30,"silicone","silicon"
"23418",43,"silk","silk"
"23419",31,"silkscreen","silkscreen"
"23420",43,"silky","silki"
"23421",120,"silly","silli"
"23422",19,"silsby","silsbi"
"23423",288,"silver","silver"
"23424",6,"silverado","silverado"
"23425",21,"sim","sim"
"23426",9,"simeon","simeon"
"23427",560,"similar","similar"
"23428",4,"similarities","similar"
"23429",95,"similarly","similarli"
"23430",54,"simmer","simmer"
"23431",29,"simmering","simmer"
"23432",149,"simmons","simmon"
"23433",64,"simms","simm"
"23434",186,"simon","simon"
"23435",30,"simone","simon"
"23436",15,"simonebuckner","simonebuckn"
"23437",32,"simony","simoni"
"23438",493,"simple","simpl"
"23439",4,"simpler","simpler"
"23440",71,"simplicity","simplic"
"23441",4,"simplicitys","simplic"
"23442",13,"simplified","simplifi"
"23443",26,"simplistic","simplist"
"23444",655,"simply","simpli"
"23445",31,"simpson","simpson"
"23446",3,"simpsons","simpson"
"23447",2,"simpy","simpi"
"23448",26,"sims","sim"
"23449",10,"simulated","simul"
"23450",36,"simulation","simul"
"23451",56,"simultaneously","simultan"
"23452",118,"sin","sin"
"23453",33,"sinai","sinai"
"23454",14,"sinatra","sinatra"
"23455",2942,"since","sinc"
"23456",31,"sincere","sincer"
"23457",1,"sincerely","sincer"
"23458",2,"sincerity","sincer"
"23459",20,"sinclair","sinclair"
"23460",45,"sinew","sinew"
"23461",4,"sinful","sin"
"23462",173,"sing","sing"
"23463",18,"singalongsong","singalongsong"
"23464",32,"singapore","singapor"
"23465",203,"singer","singer"
"23466",44,"singerbassist","singerbassist"
"23467",1,"singersongwriters","singersongwrit"
"23468",2,"singh","singh"
"23469",386,"singing","sing"
"23470",2,"singing","singing"
"23471",773,"single","singl"
"23472",36,"singledegree","singledegre"
"23473",16,"singlehandedly","singlehandedli"
"23474",2,"singlemindedly","singlemindedli"
"23475",1,"singleminded","singlemind"
"23476",5,"singlepayer","singlepay"
"23477",7,"singler","singler"
"23478",36,"singles","singl"
"23479",34,"sings","sing"
"23480",15,"singular","singular"
"23481",5,"sinha","sinha"
"23482",94,"sinister","sinist"
"23483",63,"sink","sink"
"23484",36,"sinker","sinker"
"23485",16,"sinking","sink"
"23486",10,"sinks","sink"
"23487",2,"sinn","sinn"
"23488",8,"sinner","sinner"
"23489",24,"sinners","sinner"
"23490",40,"sins","sin"
"23491",2,"sinus","sinu"
"23492",4,"sinuses","sinus"
"23493",6,"sio","sio"
"23494",12,"sion","sion"
"23495",76,"sipping","sip"
"23496",59,"sir","sir"
"23497",1,"siren","siren"
"23498",74,"sirens","siren"
"23499",1,"sirius","siriu"
"23500",118,"sis","si"
"23501",14,"sistas","sista"
"23502",525,"sister","sister"
"23503",4,"sisters","sister"
"23504",79,"sisterinlaw","sisterinlaw"
"23505",84,"sisters","sister"
"23506",398,"sit","sit"
"23507",70,"sitcom","sitcom"
"23508",1066,"site","site"
"23509",12,"siteso","siteso"
"23510",119,"sites","site"
"23511",172,"sits","sit"
"23512",5,"sittin","sittin"
"23513",669,"sitting","sit"
"23514",39,"situated","situat"
"23515",647,"situation","situat"
"23516",1,"situation","situation"
"23517",80,"situations","situat"
"23518",31,"siva","siva"
"23519",45,"sivils","sivil"
"23520",1057,"six","six"
"23521",44,"sixers","sixer"
"23522",38,"sixes","six"
"23523",14,"sixpack","sixpack"
"23524",77,"sixteen","sixteen"
"23525",33,"sixteenth","sixteenth"
"23526",1,"sixterm","sixterm"
"23527",200,"sixth","sixth"
"23528",6,"sixthinning","sixthin"
"23529",12,"sixtyfour","sixtyfour"
"23530",24,"sixtythree","sixtythre"
"23531",71,"sixyear","sixyear"
"23532",60,"sizable","sizabl"
"23533",332,"size","size"
"23534",1,"sizeshape","sizeshap"
"23535",17,"sizeassociated","sizeassoci"
"23536",118,"sized","size"
"23537",3,"sizemore","sizemor"
"23538",4,"sizzling","sizzl"
"23539",2,"skarsgard","skarsgard"
"23540",23,"skating","skate"
"23541",2,"skd","skd"
"23542",3,"skemps","skemp"
"23543",61,"skeptical","skeptic"
"23544",29,"skeptics","skeptic"
"23545",132,"sketch","sketch"
"23546",87,"sketchbook","sketchbook"
"23547",24,"sketchers","sketcher"
"23548",2,"sketches","sketch"
"23549",39,"sketchy","sketchi"
"23550",73,"ski","ski"
"23551",38,"skililla","skililla"
"23552",68,"skidoo","skidoo"
"23553",34,"skiers","skier"
"23554",20,"skies","ski"
"23555",3,"skiing","ski"
"23556",109,"skill","skill"
"23557",33,"skilled","skill"
"23558",100,"skillet","skillet"
"23559",378,"skills","skill"
"23560",6,"skimmed","skim"
"23561",27,"skimmers","skimmer"
"23562",322,"skin","skin"
"23563",42,"skindell","skindel"
"23564",9,"skinner","skinner"
"23565",1,"skinnier","skinnier"
"23566",83,"skinny","skinni"
"23567",24,"skinnys","skinni"
"23568",13,"skins","skin"
"23569",98,"skip","skip"
"23570",42,"skipped","skip"
"23571",77,"skipping","skip"
"23572",19,"skirmishes","skirmish"
"23573",14,"skirmishing","skirmish"
"23574",121,"skirt","skirt"
"23575",32,"skirts","skirt"
"23576",36,"skit","skit"
"23577",7,"skittly","skittli"
"23578",6,"skoff","skoff"
"23579",120,"skorets","skoret"
"23580",2,"skov","skov"
"23581",29,"skrastins","skrastin"
"23582",6,"skrull","skrull"
"23583",3,"skulduggery","skulduggeri"
"23584",79,"skull","skull"
"23585",296,"sky","sky"
"23586",4,"skylar","skylar"
"23587",34,"skyline","skylin"
"23588",12,"skynrd","skynrd"
"23589",84,"skype","skype"
"23590",57,"skyping","skype"
"23591",6,"skyrocketed","skyrocket"
"23592",28,"skyrockets","skyrocket"
"23593",27,"skyscraper","skyscrap"
"23594",33,"skywalker","skywalk"
"23595",36,"slack","slack"
"23596",52,"slacker","slacker"
"23597",9,"slacking","slack"
"23598",33,"slacks","slack"
"23599",31,"slagged","slag"
"23600",40,"slagus","slagu"
"23601",1,"slain","slain"
"23602",58,"slam","slam"
"23603",55,"slammed","slam"
"23604",36,"slamming","slam"
"23605",31,"slams","slam"
"23606",17,"slander","slander"
"23607",2,"slanderous","slander"
"23608",2,"slangs","slang"
"23609",44,"slap","slap"
"23610",42,"slapped","slap"
"23611",6,"slapstick","slapstick"
"23612",71,"slash","slash"
"23613",31,"slashing","slash"
"23614",23,"slashs","slash"
"23615",42,"slate","slate"
"23616",10,"slated","slate"
"23617",1,"slatetype","slatetyp"
"23618",62,"slather","slather"
"23619",1,"slats","slat"
"23620",6,"slaughter","slaughter"
"23621",29,"slaughtered","slaughter"
"23622",46,"slave","slave"
"23623",13,"slaved","slave"
"23624",28,"slavery","slaveri"
"23625",21,"slaves","slave"
"23626",8,"slavik","slavik"
"23627",5,"slay","slai"
"23628",20,"slays","slai"
"23629",9,"sleds","sled"
"23630",1289,"sleep","sleep"
"23631",1,"sleepdeprivation","sleepdepriv"
"23632",1,"sleepwatching","sleepwatch"
"23633",6,"sleepðÿðÿðÿ","sleepðÿðÿðÿ"
"23634",280,"sleeping","sleep"
"23635",12,"sleepless","sleepless"
"23636",2,"sleepover","sleepov"
"23637",16,"sleepy","sleepi"
"23638",50,"sleeve","sleev"
"23639",52,"sleigh","sleigh"
"23640",79,"slept","slept"
"23641",25,"slew","slew"
"23642",91,"slice","slice"
"23643",68,"sliced","slice"
"23644",155,"slices","slice"
"23645",19,"slicing","slice"
"23646",22,"slick","slick"
"23647",139,"slide","slide"
"23648",33,"slider","slider"
"23649",33,"slides","slide"
"23650",9,"slideshow","slideshow"
"23651",17,"sliding","slide"
"23652",39,"slight","slight"
"23653",208,"slightly","slightli"
"23654",25,"slim","slim"
"23655",39,"slimmer","slimmer"
"23656",30,"slimy","slimi"
"23657",9,"sling","sling"
"23658",14,"slings","sling"
"23659",42,"slip","slip"
"23660",90,"slipped","slip"
"23661",6,"slipper","slipper"
"23662",6,"slipperman","slipperman"
"23663",39,"slippers","slipper"
"23664",20,"slippery","slipperi"
"23665",19,"slipping","slip"
"23666",4,"slipshod","slipshod"
"23667",2,"slipstream","slipstream"
"23668",11,"slocombe","slocomb"
"23669",7,"sloe","sloe"
"23670",3,"slogan","slogan"
"23671",17,"slope","slope"
"23672",3,"slopes","slope"
"23673",48,"sloppy","sloppi"
"23674",74,"slot","slot"
"23675",45,"slotted","slot"
"23676",20,"slouch","slouch"
"23677",281,"slow","slow"
"23678",56,"slowbe","slowb"
"23679",1,"slowdown","slowdown"
"23680",80,"slowed","slow"
"23681",71,"slower","slower"
"23682",48,"slowing","slow"
"23683",313,"slowly","slowli"
"23684",2,"slowness","slow"
"23685",3,"slows","slow"
"23686",13,"slowtalking","slowtalk"
"23687",4,"slsq","slsq"
"23688",2,"slubstripe","slubstrip"
"23689",33,"slugger","slugger"
"23690",27,"sluggishness","sluggish"
"23691",46,"slum","slum"
"23692",26,"slumber","slumber"
"23693",6,"slumming","slum"
"23694",2,"slump","slump"
"23695",6,"slung","slung"
"23696",14,"slunk","slunk"
"23697",3,"slurp","slurp"
"23698",1,"slurred","slur"
"23699",6,"slushie","slushi"
"23700",5,"slutdrop","slutdrop"
"23701",14,"sly","sly"
"23702",2,"sm","sm"
"23703",14,"smack","smack"
"23704",37,"smackdown","smackdown"
"23705",23,"smackin","smackin"
"23706",11,"smacks","smack"
"23707",6,"smadar","smadar"
"23708",1778,"small","small"
"23709",10,"smallbank","smallbank"
"23710",306,"smaller","smaller"
"23711",24,"smallest","smallest"
"23712",4,"smallschools","smallschool"
"23713",310,"smart","smart"
"23714",2,"smartlike","smartlik"
"23715",15,"smarter","smarter"
"23716",5,"smartly","smartli"
"23717",5,"smartmeter","smartmet"
"23718",22,"smartphone","smartphon"
"23719",38,"smartphonemakers","smartphonemak"
"23720",24,"smartphones","smartphon"
"23721",1,"smarts","smart"
"23722",38,"smash","smash"
"23723",38,"smashbox","smashbox"
"23724",90,"smashed","smash"
"23725",7,"smashwords","smashword"
"23726",5,"smc","smc"
"23727",57,"smdh","smdh"
"23728",19,"sme","sme"
"23729",30,"smedley","smedlei"
"23730",381,"smell","smell"
"23731",46,"smelled","smell"
"23732",12,"smelling","smell"
"23733",82,"smells","smell"
"23734",15,"smelly","smelli"
"23735",13,"smethwick","smethwick"
"23736",245,"smh","smh"
"23737",446,"smile","smile"
"23738",51,"smiled","smile"
"23739",1,"smiley","smilei"
"23740",47,"smilin","smilin"
"23741",104,"smiling","smile"
"23742",6,"smirk","smirk"
"23743",2,"smirky","smirki"
"23744",438,"smith","smith"
"23745",17,"smiths","smith"
"23746",35,"smithsburg","smithsburg"
"23747",35,"smithsburgs","smithsburg"
"23748",1,"smithsian","smithsian"
"23749",114,"smoke","smoke"
"23750",67,"smoked","smoke"
"23751",39,"smoker","smoker"
"23752",12,"smokes","smoke"
"23753",7,"smokey","smokei"
"23754",25,"smokin","smokin"
"23755",48,"smokinbullets0","smokinbullets0"
"23756",158,"smoking","smoke"
"23757",3,"smoky","smoki"
"23758",49,"smoley","smolei"
"23759",3,"smooshing","smoosh"
"23760",74,"smooth","smooth"
"23761",22,"smoothed","smooth"
"23762",26,"smoothie","smoothi"
"23763",22,"smoothing","smooth"
"23764",40,"smoothly","smoothli"
"23765",8,"smooths","smooth"
"23766",38,"smother","smother"
"23767",34,"sms","sm"
"23768",11,"smsc","smsc"
"23769",62,"smthng","smthng"
"23770",7,"smudge","smudg"
"23771",3,"smuggle","smuggl"
"23772",58,"smuggled","smuggl"
"23773",21,"smugness","smug"
"23774",2,"smulders","smulder"
"23775",56,"smx","smx"
"23776",152,"snack","snack"
"23777",23,"snacks","snack"
"23778",29,"snag","snag"
"23779",28,"snagged","snag"
"23780",1,"snail","snail"
"23781",113,"snake","snake"
"23782",60,"snakes","snake"
"23783",2,"snaking","snake"
"23784",136,"snap","snap"
"23785",28,"snapped","snap"
"23786",1,"snapping","snap"
"23787",23,"snaps","snap"
"23788",52,"snapshot","snapshot"
"23789",31,"snapshots","snapshot"
"23790",3,"snare","snare"
"23791",37,"snarfs","snarf"
"23792",1,"snarled","snarl"
"23793",38,"snatch","snatch"
"23794",69,"snatches","snatch"
"23795",21,"sneak","sneak"
"23796",41,"sneakers","sneaker"
"23797",76,"sneaking","sneak"
"23798",49,"sneaky","sneaki"
"23799",40,"sneering","sneer"
"23800",117,"sneeze","sneez"
"23801",76,"sneezes","sneez"
"23802",7,"sneezing","sneez"
"23803",18,"sneiderman","sneiderman"
"23804",23,"snellen","snellen"
"23805",41,"sniff","sniff"
"23806",3,"sniff","sniff"
"23807",23,"sniffing","snif"
"23808",5,"sniggering","snigger"
"23809",18,"snippets","snippet"
"23810",14,"snippily","snippili"
"23811",10,"snitch","snitch"
"23812",107,"snl","snl"
"23813",17,"snob","snob"
"23814",1,"snooped","snoop"
"23815",1,"snooping","snoop"
"23816",11,"snooze","snooz"
"23817",6,"snorkel","snorkel"
"23818",3,"snorting","snort"
"23819",34,"snot","snot"
"23820",391,"snow","snow"
"23821",31,"snowboarders","snowboard"
"23822",38,"snowfall","snowfal"
"23823",2,"snowga","snowga"
"23824",174,"snowing","snow"
"23825",9,"snowman","snowman"
"23826",4,"snowpack","snowpack"
"23827",14,"snowshoeing","snowsho"
"23828",6,"snsds","snsd"
"23829",34,"snub","snub"
"23830",44,"snubbed","snub"
"23831",21,"snuffling","snuffl"
"23832",40,"snyder","snyder"
"23833",77,"socalled","socal"
"23834",43,"soa","soa"
"23835",15,"so","so"
"23836",27,"so","so"
"23837",53,"soak","soak"
"23838",86,"soaked","soak"
"23839",35,"soaking","soak"
"23840",19,"soaks","soak"
"23841",14,"soan","soan"
"23842",35,"soap","soap"
"23843",64,"soapstone","soapston"
"23844",3,"soapy","soapi"
"23845",41,"soar","soar"
"23846",40,"soared","soar"
"23847",2,"soars","soar"
"23848",2,"sob","sob"
"23849",26,"sober","sober"
"23850",31,"sobering","sober"
"23851",42,"sobotka","sobotka"
"23852",105,"sobran","sobran"
"23853",62,"sobriety","sobrieti"
"23854",4,"soc","soc"
"23855",22,"socalled","socal"
"23856",199,"soccer","soccer"
"23857",805,"social","social"
"23858",22,"socialising","socialis"
"23859",1,"socialist","socialist"
"23860",42,"socialists","socialist"
"23861",12,"socialize","social"
"23862",33,"socialized","social"
"23863",31,"socially","social"
"23864",16,"socialtech","socialtech"
"23865",38,"societal","societ"
"23866",47,"societies","societi"
"23867",483,"society","societi"
"23868",45,"societys","societi"
"23869",35,"sock","sock"
"23870",36,"socks","sock"
"23871",114,"soda","soda"
"23872",1,"soda","soda"
"23873",1,"soderbergh","soderbergh"
"23874",46,"sodium","sodium"
"23875",1,"soetoro","soetoro"
"23876",8,"sofa","sofa"
"23877",22,"sofa","sofa"
"23878",364,"soft","soft"
"23879",11,"softball","softbal"
"23880",34,"soften","soften"
"23881",72,"softened","soften"
"23882",2,"softens","soften"
"23883",73,"softness","soft"
"23884",141,"software","softwar"
"23885",60,"soggy","soggi"
"23886",62,"soil","soil"
"23887",25,"soiling","soil"
"23888",16,"sol","sol"
"23889",265,"solar","solar"
"23890",15,"solarenergy","solarenergi"
"23891",394,"sold","sold"
"23892",50,"soldier","soldier"
"23893",301,"soldiers","soldier"
"23894",85,"soldout","soldout"
"23895",37,"sole","sole"
"23896",23,"solely","sole"
"23897",22,"solicit","solicit"
"23898",209,"solid","solid"
"23899",2,"solidarity","solidar"
"23900",26,"solidify","solidifi"
"23901",1,"solidifying","solidifi"
"23902",44,"solidly","solidli"
"23903",127,"solids","solid"
"23904",18,"solitary","solitari"
"23905",37,"solitude","solitud"
"23906",33,"solo","solo"
"23907",21,"solomon","solomon"
"23908",17,"solon","solon"
"23909",2,"solstis","solsti"
"23910",1,"soluti","soluti"
"23911",218,"solution","solut"
"23912",171,"solutions","solut"
"23913",128,"solve","solv"
"23914",22,"solved","solv"
"23915",16,"solvent","solvent"
"23916",2,"solves","solv"
"23917",17,"solving","solv"
"23918",23,"soma","soma"
"23919",3,"somaliowned","somaliown"
"23920",47,"somber","somber"
"23921",8958,"some","some"
"23922",395,"somebody","somebodi"
"23923",80,"someday","somedai"
"23924",260,"somehow","somehow"
"23925",2244,"someone","someon"
"23926",29,"someones","someone"
"23927",27,"someones","someon"
"23928",5,"somerset","somerset"
"23929",69,"somethin","somethin"
"23930",3643,"something","someth"
"23931",21,"somethingi","somethingi"
"23932",43,"somethinn","somethinn"
"23933",106,"sometime","sometim"
"23934",1798,"sometimes","sometim"
"23935",27,"sometimesespecially","sometimesespeci"
"23936",398,"somewhat","somewhat"
"23937",25,"somewhathigh","somewhathigh"
"23938",324,"somewhere","somewher"
"23939",46,"sommelier","sommeli"
"23940",755,"son","son"
"23941",2,"sonatas","sonata"
"23942",1,"sonclark","sonclark"
"23943",3,"sondheim","sondheim"
"23944",2,"sondra","sondra"
"23945",8,"sonefeld","sonefeld"
"23946",773,"song","song"
"23947",43,"song","song"
"23948",6,"songanddance","songandd"
"23949",260,"songs","song"
"23950",8,"songs","song"
"23951",5,"songwriter","songwrit"
"23952",1,"songwriting","songwrit"
"23953",8,"soni","soni"
"23954",44,"sonia","sonia"
"23955",24,"sonic","sonic"
"23956",40,"soninlaw","soninlaw"
"23957",32,"sonnen","sonnen"
"23958",1,"sonny","sonni"
"23959",36,"sonoma","sonoma"
"23960",38,"sonora","sonora"
"23961",191,"sons","son"
"23962",202,"sony","soni"
"23963",75,"soo","soo"
"23964",1528,"soon","soon"
"23965",28,"soon","soon"
"23966",1,"soon","soon"
"23967",52,"sooner","sooner"
"23968",8,"sooo","sooo"
"23969",1,"soooo","soooo"
"23970",1,"sooooo","sooooo"
"23971",10,"soooooo","soooooo"
"23972",30,"soopa","soopa"
"23973",3,"soothe","sooth"
"23974",17,"soothed","sooth"
"23975",44,"soph","soph"
"23976",56,"sophia","sophia"
"23977",74,"sophie","sophi"
"23978",47,"sophisticated","sophist"
"23979",49,"sophistication","sophist"
"23980",124,"sophomore","sophomor"
"23981",3,"sopped","sop"
"23982",13,"sorbet","sorbet"
"23983",1,"sorbo","sorbo"
"23984",15,"sorcerer","sorcer"
"23985",2,"sorcery","sorceri"
"23986",102,"sore","sore"
"23987",1,"sorority","soror"
"23988",100,"sorrows","sorrow"
"23989",972,"sorry","sorri"
"23990",425,"sort","sort"
"23991",60,"sorta","sorta"
"23992",48,"sorted","sort"
"23993",111,"sorting","sort"
"23994",121,"sorts","sort"
"23995",23,"sorum","sorum"
"23996",32,"sorvino","sorvino"
"23997",4,"soso","soso"
"23998",117,"soto","soto"
"23999",206,"sought","sought"
"24000",6,"souight","souight"
"24001",322,"soul","soul"
"24002",38,"souls","soul"
"24003",11,"soulful","soul"
"24004",33,"soulmate","soulmat"
"24005",44,"souls","soul"
"24006",34,"soulsearching","soulsearch"
"24007",480,"sound","sound"
"24008",14,"soundalike","soundalik"
"24009",36,"soundboard","soundboard"
"24010",143,"sounded","sound"
"24011",2,"sounding","sound"
"24012",823,"sounds","sound"
"24013",1,"soundsystem","soundsystem"
"24014",59,"soundtrack","soundtrack"
"24015",24,"soundtracks","soundtrack"
"24016",1,"soundview","soundview"
"24017",321,"soup","soup"
"24018",5,"soups","soup"
"24019",173,"sour","sour"
"24020",269,"source","sourc"
"24021",234,"sources","sourc"
"24022",3,"soured","sour"
"24023",21,"sous","sou"
"24024",1509,"south","south"
"24025",1,"southall","southal"
"24026",24,"southampton","southampton"
"24027",22,"southbay","southbai"
"24028",58,"southbound","southbound"
"24029",176,"southeast","southeast"
"24030",34,"southeastern","southeastern"
"24031",20,"southend","southend"
"24032",240,"southern","southern"
"24033",2,"southport","southport"
"24034",28,"southward","southward"
"24035",8,"southwark","southwark"
"24036",48,"southwest","southwest"
"24037",80,"souvenir","souvenir"
"24038",55,"sovereign","sovereign"
