"line","frequency","output","input"
"926",30,"1513","1513"
"927",30,"15yearold","15yearold"
"928",57,"15","15"
"929",200,"150","150"
"930",33,"150","150"
"931",43,"1500","1500"
"932",11,"1517","1517"
"933",30,"152","152"
"934",19,"153","153"
"935",3,"1536","1536"
"936",1,"156","156"
"937",38,"15655","15655"
"938",53,"159","159"
"939",62,"15pm","15pm"
"940",82,"15th","15th"
"941",41,"15year","15year"
"942",42,"15yearold","15yearold"
"943",44,"161","161"
"944",62,"160","160"
"945",1,"1617","1617"
"946",33,"162","162"
"947",2,"1620","1620"
"948",11,"16200","16200"
"949",47,"163","163"
"950",28,"16316683781","16316683781"
"951",19,"16391703","16391703"
"952",5,"1644","1644"
"953",26,"166","166"
"954",31,"1666","1666"
"955",3,"167","167"
"956",5,"16bit44khz","16bit44khz"
"957",153,"16th","16th"
"958",41,"16yearold","16yearold"
"959",1,"1719","1719"
"960",6,"1722","1722"
"961",17,"17yearold","17yearold"
"962",9,"17yrs","17yr"
"963",25,"1700s","1700"
"964",33,"170252005","170252005"
"965",43,"172","172"
"966",61,"175","175"
"967",1,"175th","175th"
"968",39,"176","176"
"969",20,"1763","1763"
"970",8,"1770","1770"
"971",7,"1794","1794"
"972",6,"17for","17for"
"973",51,"17pm","17pm"
"974",170,"17th","17th"
"975",49,"17yearold","17yearold"
"976",12,"18","18"
"977",5,"18minute","18minut"
"978",42,"18wheelers","18wheeler"
"979",10,"18","18"
"980",7,"180","180"
"981",27,"18004889383","18004889383"
"982",4,"1800s","1800"
"983",52,"1801","1801"
"984",18,"1805","1805"
"985",1,"1813","1813"
"986",1,"18331893","18331893"
"987",39,"1836","1836"
"988",39,"1837","1837"
"989",72,"184","184"
"990",82,"185","185"
"991",43,"1850s","1850"
"992",40,"186","186"
"993",31,"1862","1862"
"994",10,"1865","1865"
"995",10,"1866","1866"
"996",8,"1869","1869"
"997",5,"1874","1874"
"998",26,"188","188"
"999",48,"1889","1889"
"1000",1,"189","189"
"1001",131,"18th","18th"
"1002",16,"18yearold","18yearold"
"1003",51,"1900","1900"
"1004",40,"1907","1907"
"1005",77,"1908","1908"
"1006",41,"1912","1912"
"1007",40,"1913","1913"
"1008",43,"1914","1914"
"1009",10,"1919","1919"
"1010",27,"1920s","1920"
"1011",1,"1920s","1920"
"1012",16,"1921","1921"
"1013",14,"19239","19239"
"1014",76,"1925","1925"
"1015",2,"19271999","19271999"
"1016",38,"1928","1928"
"1017",46,"1930","1930"
"1018",23,"1930s","1930"
"1019",64,"1930s","1930"
"1020",32,"1931","1931"
"1021",50,"1932","1932"
"1022",29,"19351","19351"
"1023",21,"194","194"
"1024",46,"1940s","1940"
"1025",22,"1942","1942"
"1026",2,"19420","19420"
"1027",38,"1944","1944"
"1028",14,"1945","1945"
"1029",55,"1946","1946"
"1030",6,"1947","1947"
"1031",34,"1948","1948"
"1032",12,"1949","1949"
"1033",3,"195","195"
"1034",25,"1950","1950"
"1035",83,"1950s","1950"
"1036",25,"1952","1952"
"1037",39,"1953","1953"
"1038",32,"1954","1954"
"1039",63,"1955","1955"
"1040",4,"1956","1956"
"1041",64,"1957","1957"
"1042",45,"1958","1958"
"1043",39,"1960","1960"
"1044",81,"1960s","1960"
"1045",36,"1962","1962"
"1046",11,"196264","196264"
"1047",31,"1964","1964"
"1048",48,"1965","1965"
"1049",3,"196566","196566"
"1050",2,"196568","196568"
"1051",1,"196572","196572"
"1052",30,"1966","1966"
"1053",1,"196668","196668"
"1054",65,"1967","1967"
"1055",1,"1967","1967"
"1056",1,"196768","196768"
"1057",1,"196769","196769"
"1058",14,"1968","1968"
"1059",2,"196872","196872"
"1060",60,"1969","1969"
"1061",1,"1969","1969"
"1062",139,"1970","1970"
"1063",43,"1970²s","1970²"
"1064",149,"1970s","1970"
"1065",75,"1971","1971"
"1066",1,"197274","197274"
"1067",42,"1973","1973"
"1068",31,"1975","1975"
"1069",2,"1976","1976"
"1070",38,"1977","1977"
"1071",3,"1978","1978"
"1072",39,"1979","1979"
"1073",16,"1980","1980"
"1074",43,"1980²s","1980²"
"1075",67,"1980s","1980"
"1076",65,"1981","1981"
"1077",35,"198286","198286"
"1078",2,"1983","1983"
"1079",206,"1984","1984"
"1080",20,"1986","1986"
"1081",62,"1987","1987"
"1082",1,"1988","1988"
"1083",21,"1989","1989"
"1084",39,"199","199"
"1085",178,"1990","1990"
"1086",111,"1990s","1990"
"1087",91,"1991","1991"
"1088",117,"1992","1992"
"1089",5,"199295","199295"
"1090",98,"1993","1993"
"1091",46,"1994","1994"
"1092",5,"1994588","1994588"
"1093",119,"1995","1995"
"1094",43,"1996","1996"
"1095",112,"1997","1997"
"1096",122,"1998","1998"
"1097",108,"1999","1999"
"1098",125,"19th","19th"
"1099",39,"19yearold","19yearold"
"1100",1,"1million","1million"
"1101",19,"1overpar","1overpar"
"1102",51,"1pm","1pm"
"1103",458,"1st","1st"
"1104",7,"204","204"
"1105",14,"21","21"
"1106",7,"212","212"
"1107",16,"23","23"
"1108",1,"23²","23²"
"1109",55,"26","26"
"1110",33,"2yearold","2yearold"
"1111",32,"22312","22312"
"1112",55,"23","23"
"1113",8,"20minute","20minut"
"1114",50,"20","20"
"1115",72,"20","20"
"1116",269,"200","200"
"1117",159,"2000","2000"
"1118",38,"200007","200007"
"1119",147,"2001","2001"
"1120",190,"2002","2002"
"1121",197,"2003","2003"
"1122",249,"2004","2004"
"1123",368,"2005","2005"
"1124",5,"20052006","20052006"
"1125",1,"200510","200510"
"1126",25,"2005a","2005a"
"1127",233,"2006","2006"
"1128",268,"2007","2007"
"1129",793,"2008","2008"
"1130",7,"20082013","20082013"
"1131",502,"2009","2009"
"1132",7,"2009a","2009a"
"1133",15,"200²s","200²"
"1134",44,"200gb","200gb"
"1135",30,"200gigabyte","200gigabyt"
"1136",1,"200yearold","200yearold"
"1137",1049,"2010","2010"
"1138",43,"201011","201011"
"1139",866,"2011","2011"
"1140",32,"20112012","20112012"
"1141",652,"2012","2012"
"1142",1,"2012","2012"
"1143",46,"2013","2013"
"1144",38,"201314","201314"
"1145",1,"2013","2013"
"1146",5,"2014","2014"
"1147",22,"201415","201415"
"1148",3,"2015","2015"
"1149",37,"2016","2016"
"1150",6,"2019","2019"
"1151",11,"202","202"
"1152",38,"2020","2020"
"1153",46,"2030","2030"
"1154",41,"20304","20304"
"1155",9,"205","205"
"1156",33,"205","205"
"1157",9,"206","206"
"1158",24,"2064141039","2064141039"
"1159",11,"207","207"
"1160",3,"20s","20"
"1161",68,"20f","20f"
"1162",29,"20gallon","20gallon"
"1163",1,"20inning","20in"
"1164",51,"20lbs","20lb"
"1165",41,"20monthold","20monthold"
"1166",35,"20pm","20pm"
"1167",3,"20s","20"
"1168",41,"20show","20show"
"1169",82,"20th","20th"
"1170",64,"20yearold","20yearold"
"1171",91,"210","210"
"1172",38,"212","212"
"1173",31,"2122657150","2122657150"
"1174",7,"21223","21223"
"1175",35,"213","213"
"1176",2,"214","214"
"1177",40,"215","215"
"1178",14,"2152","2152"
"1179",44,"216","216"
"1180",10,"217","217"
"1181",41,"218","218"
"1182",31,"219th","219th"
"1183",18,"21page","21page"
"1184",215,"21st","21st"
"1185",44,"21yearold","21yearold"
"1186",20,"2226","2226"
"1187",83,"220","220"
"1188",24,"221","221"
"1189",8,"2225832","2225832"
"1190",35,"224","224"
"1191",34,"225","225"
"1192",14,"2254","2254"
"1193",3,"226","226"
"1194",27,"2263372","2263372"
"1195",27,"2263422","2263422"
"1196",6,"2265","2265"
"1197",5,"2273","2273"
"1198",31,"227th","227th"
"1199",243,"22nd","22nd"
"1200",1,"231","231"
"1201",55,"232","232"
"1202",36,"234897","234897"
"1203",4,"234lap","234lap"
"1204",37,"235","235"
"1205",32,"2355","2355"
"1206",38,"235ounce","235ounc"
"1207",31,"23781","23781"
"1208",2,"238","238"
"1209",37,"239","239"
"1210",44,"23rd","23rd"
"1211",31,"23yearold","23yearold"
"1212",27,"247","247"
"1213",45,"240","240"
"1214",7,"2416","2416"
"1215",2,"242","242"
"1216",24,"2424","2424"
"1217",18,"245","245"
"1218",17,"24737","24737"
"1219",15,"248","248"
"1220",13,"2488481130","2488481130"
"1221",30,"249","249"
"1222",5,"2496","2496"
"1223",5,"24bit96khz","24bit96khz"
"1224",36,"24liter","24liter"
"1225",1,"24mile","24mile"
"1226",9,"24nov","24nov"
"1227",106,"24th","24th"
"1228",5,"25calorie","25calori"
"1229",3,"25","25"
"1230",72,"250","250"
"1231",10,"250kg","250kg"
"1232",28,"2521","2521"
"1233",29,"253","253"
"1234",4,"2547164646","2547164646"
"1235",1,"255","255"
"1236",1,"257","257"
"1237",22,"258","258"
"1238",1,"259","259"
"1239",6,"25916","25916"
"1240",15,"25th","25th"
"1241",2,"26","26"
"1242",3,"260","260"
"1243",28,"26068","26068"
"1244",1,"261","261"
"1245",7,"262","262"
"1246",1,"262mile","262mile"
"1247",1,"2634","2634"
"1248",27,"265","265"
"1249",21,"26acre","26acr"
"1250",14,"2730","2730"
"1251",4,"270","270"
"1252",1,"2729","2729"
"1253",3,"274","274"
"1254",41,"2747","2747"
"1255",5,"2753","2753"
"1256",1,"277","277"
"1257",5,"27month","27month"
"1258",1,"27s","27"
"1259",44,"27th","27th"
"1260",11,"28something","28someth"
"1261",38,"280","280"
"1262",25,"2826","2826"
"1263",47,"2842","2842"
"1264",25,"286","286"
"1265",13,"28699","28699"
"1266",47,"286bed","286bed"
"1267",21,"287","287"
"1268",3,"289","289"
"1269",26,"28august","28august"
"1270",29,"28th","28th"
"1271",28,"28yearold","28yearold"
"1272",28,"2928","2928"
"1273",7,"2909","2909"
"1274",84,"295","295"
"1275",39,"295pound","295pound"
"1276",6,"296","296"
"1277",38,"296","296"
"1278",75,"297","297"
"1279",14,"29844","29844"
"1280",3,"299","299"
"1281",39,"29oct","29oct"
"1282",11,"29yearold","29yearold"
"1283",41,"2","2"
"1284",9,"2and","2and"
"1285",28,"2bn","2bn"
"1286",44,"2centimeter","2centimet"
"1287",1,"2cm","2cm"
"1288",57,"2day","2dai"
"1289",26,"2irons","2iron"
"1290",71,"2morrow","2morrow"
"1291",503,"2nd","2nd"
"1292",20,"2need","2need"
"1293",4,"2nite","2nite"
"1294",30,"2p2","2p2"
"1295",15,"2pm","2pm"
"1296",22,"2yearold","2yearold"
"1297",47,"31","31"
"1298",14,"34","34"
"1299",5,"35","35"
"1300",34,"36","36"
"1301",24,"3disc","3disc"
"1302",1,"3e","3e"
"1303",26,"335","335"
"1304",1,"34","34"
"1305",76,"30","30"
"1306",277,"300","300"
"1307",15,"3000","3000"
"1308",15,"300²s","300²"
"1309",26,"3035260806","3035260806"
"1310",41,"305","305"
"1311",42,"307","307"
"1312",22,"309","309"
"1313",4,"30a","30a"
"1314",20,"30am","30am"
"1315",7,"30day","30dai"
"1316",275,"30pm","30pm"
"1317",1,"30s","30"
"1318",112,"30th","30th"
"1319",52,"30year","30year"
"1320",51,"310","310"
"1321",43,"312","312"
"1322",31,"3127","3127"
"1323",30,"3130","3130"
"1324",24,"3144461801","3144461801"
"1325",47,"3145341111","3145341111"
"1326",24,"315","315"
"1327",33,"316","316"
"1328",30,"3160","3160"
"1329",46,"318","318"
"1330",21,"31yard","31yard"
"1331",25,"31yearold","31yearold"
"1332",34,"3236","3236"
"1333",12,"320gb","320gb"
"1334",31,"3225","3225"
"1335",13,"323638","323638"
"1336",11,"326","326"
"1337",39,"32team","32team"
"1338",52,"330","330"
"1339",3,"330am","330am"
"1340",8,"332","332"
"1341",21,"333","333"
"1342",1,"3342","3342"
"1343",2,"337","337"
"1344",6,"33page","33page"
"1345",15,"33rd","33rd"
"1346",24,"3419","3419"
"1347",31,"3425","3425"
"1348",52,"345","345"
"1349",47,"347","347"
"1350",32,"34th","34th"
"1351",4,"35years","35year"
"1352",43,"350","350"
"1353",12,"3506428","3506428"
"1354",17,"3527873013","3527873013"
"1355",2,"353","353"
"1356",33,"357","357"
"1357",1,"35968","35968"
"1358",10,"35acre","35acr"
"1359",13,"35yearold","35yearold"
"1360",11,"360","360"
"1361",31,"3620","3620"
"1362",68,"364","364"
"1363",20,"365","365"
"1364",12,"36525","36525"
"1365",13,"366","366"
"1366",13,"367","367"
"1367",6,"368","368"
"1368",35,"36pm","36pm"
"1369",39,"36th","36th"
"1370",34,"3703","3703"
"1371",3,"375","375"
"1372",36,"380","380"
"1373",18,"380foot","380foot"
"1374",41,"3824880","3824880"
"1375",41,"383","383"
"1376",44,"3830","3830"
"1377",39,"3835","3835"
"1378",43,"384","384"
"1379",1,"385","385"
"1380",2,"388","388"
"1381",1,"38th","38th"
"1382",82,"38yearold","38yearold"
"1383",27,"394","394"
"1384",3,"3949","3949"
"1385",8,"3953700","3953700"
"1386",8,"3954652","3954652"
"1387",8,"3954688","3954688"
"1388",1,"396","396"
"1389",2,"399","399"
"1390",2,"3d","3d"
"1391",34,"3foot","3foot"
"1392",34,"3ft","3ft"
"1393",6,"3mm","3mm"
"1394",18,"3of13","3of13"
"1395",6,"3oz","3oz"
"1396",2,"3pm","3pm"
"1397",46,"3pointer","3pointer"
"1398",433,"3rd","3rd"
"1399",2,"3xl","3xl"
"1400",24,"410","410"
"1401",29,"414","414"
"1402",32,"45th","45th"
"1403",65,"46","46"
"1404",8,"46pm","46pm"
"1405",28,"4h","4h"
"1406",26,"4star","4star"
"1407",42,"4wheel","4wheel"
"1408",55,"420","420"
"1409",80,"40","40"
"1410",246,"400","400"
"1411",1,"400600","400600"
"1412",16,"400g","400g"
"1413",42,"400squarefoot","400squarefoot"
"1414",30,"401k","401k"
"1415",42,"401kira","401kira"
"1416",14,"401ks","401k"
"1417",29,"4022","4022"
"1418",19,"403","403"
"1419",1,"4036","4036"
"1420",39,"4037","4037"
"1421",14,"403bs","403b"
"1422",7,"4058","4058"
"1423",10,"40715","40715"
"1424",1,"40interstate","40interst"
"1425",95,"40th","40th"
"1426",30,"40yard","40yard"
"1427",20,"410","410"
"1428",20,"411","411"
"1429",2,"412","412"
"1430",2,"4138","4138"
"1431",70,"415","415"
"1432",39,"4156","4156"
"1433",45,"416","416"
"1434",4,"418","418"
"1435",9,"41m","41m"
"1436",21,"420","420"
"1437",51,"4200","4200"
"1438",12,"420420","420420"
"1439",1,"425","425"
"1440",18,"427","427"
"1441",1,"42yard","42yard"
"1442",1,"4348","4348"
"1443",4,"430","430"
"1444",19,"435","435"
"1445",2,"4353","4353"
"1446",31,"4371770","4371770"
"1447",17,"44","44"
"1448",28,"440","440"
"1449",26,"4401","4401"
"1450",21,"4409346217","4409346217"
"1451",4,"442","442"
"1452",11,"4444s","4444"
"1453",37,"445","445"
"1454",42,"449","449"
"1455",7,"45","45"
"1456",21,"450","450"
"1457",38,"4514","4514"
"1458",2,"457","457"
"1459",43,"4584370","4584370"
"1460",61,"45million","45million"
"1461",65,"45th","45th"
"1462",1,"45yearold","45yearold"
"1463",12,"460","460"
"1464",34,"460211","460211"
"1465",26,"4627","4627"
"1466",4,"464","464"
"1467",41,"4645","4645"
"1468",3,"46th","46th"
"1469",31,"46yearold","46yearold"
"1470",2,"47","47"
"1471",31,"4763","4763"
"1472",11,"477","477"
"1473",31,"4774","4774"
"1474",31,"4775","4775"
"1475",1,"478","478"
"1476",33,"479","479"
"1477",1,"4807823500","4807823500"
"1478",3,"480squarefoot","480squarefoot"
"1479",4,"4832","4832"
"1480",44,"4844","4844"
"1481",2,"485","485"
"1482",1,"488000","488000"
"1483",38,"48pm","48pm"
"1484",4,"48seat","48seat"
"1485",14,"492","492"
"1486",25,"493514","493514"
"1487",32,"499","499"
"1488",30,"4999","4999"
"1489",6,"4cm","4cm"
"1490",38,"4pm","4pm"
"1491",46,"4star","4star"
"1492",261,"4th","4th"
"1493",15,"4x1","4x1"
"1494",15,"4x4","4x4"
"1495",1,"4yard","4yard"
"1496",5,"4year","4year"
"1497",4,"50","50"
"1498",28,"51","51"
"1499",2,"512","512"
"1500",40,"53","53"
"1501",4,"5582","5582"
"1502",31,"56","56"
"1503",1,"56pm","56pm"
"1504",29,"510","510"
"1505",2,"518","518"
"1506",38,"52","52"
"1507",8,"50dollar","50dollar"
"1508",40,"50","50"
"1509",15,"503020","503020"
"1510",21,"50hr","50hr"
"1511",62,"50","50"
"1512",758,"500","500"
"1513",23,"500","500"
"1514",14,"500mb","500mb"
"1515",7,"500mile","500mile"
"1516",34,"500plus","500plu"
"1517",42,"501c3","501c3"
"1518",5,"5032218336","5032218336"
"1519",32,"5035573313","5035573313"
"1520",38,"5036296350","5036296350"
"1521",7,"5038231784","5038231784"
"1522",47,"5039466544","5039466544"
"1523",12,"505","505"
"1524",1,"5050","5050"
"1525",37,"506","506"
"1526",30,"50cent","50cent"
"1527",89,"50s","50"
"1528",40,"50th","50th"
"1529",24,"510","510"
"1530",38,"512","512"
"1531",37,"51625","51625"
"1532",1,"52","52"
"1533",44,"520","520"
"1534",11,"522","522"
"1535",3,"5260","5260"
"1536",46,"52f","52f"
"1537",4,"52yearold","52yearold"
"1538",27,"53","53"
"1539",78,"530","530"
"1540",16,"535","535"
"1541",44,"5362","5362"
"1542",2,"539","539"
"1543",26,"546","546"
"1544",16,"55gallon","55gallon"
"1545",11,"5548","5548"
"1546",16,"555","555"
"1547",11,"55am","55am"
"1548",16,"560","560"
"1549",48,"5616847331","5616847331"
"1550",37,"5645296","5645296"
"1551",17,"567","567"
"1552",23,"56page","56page"
"1553",3,"5700","5700"
"1554",2,"5738324","5738324"
"1555",8,"5751","5751"
"1556",7,"57th","57th"
"1557",20,"582","582"
"1558",31,"584","584"
"1559",1,"586","586"
"1560",1,"589","589"
"1561",1,"58yearold","58yearold"
"1562",27,"595","595"
"1563",41,"5959","5959"
"1564",2,"59th","59th"
"1565",41,"5betting","5bet"
"1566",32,"5for54","5for54"
"1567",68,"5pm","5pm"
"1568",236,"5th","5th"
"1569",6,"5underpar","5underpar"
"1570",9,"5yard","5yard"
"1571",6,"64","64"
"1572",6,"69pm","69pm"
"1573",3,"67","67"
"1574",4,"630","630"
"1575",38,"65","65"
"1576",12,"60thousand","60thousand"
"1577",33,"60","60"
"1578",4,"6040","6040"
"1579",281,"600","600"
"1580",5,"6024448275","6024448275"
"1581",11,"6029444999","6029444999"
"1582",23,"60s","60"
"1583",28,"6173","6173"
"1584",2,"612","612"
"1585",3,"6128763980","6128763980"
"1586",39,"6152484747","6152484747"
"1587",7,"616","616"
"1588",2,"617","617"
"1589",6,"6195378812","6195378812"
"1590",11,"61yearold","61yearold"
"1591",8,"6200","6200"
"1592",1,"6212011","6212011"
"1593",7,"624","624"
"1594",24,"626","626"
"1595",46,"6260126","6260126"
"1596",7,"629","629"
"1597",5,"62nd","62nd"
"1598",1,"62yearold","62yearold"
"1599",10,"630","630"
"1600",32,"6308","6308"
"1601",28,"6332","6332"
"1602",20,"6369228233","6369228233"
"1603",1,"6369267323","6369267323"
"1604",5,"63rd","63rd"
"1605",42,"641","641"
"1606",26,"6440829","6440829"
"1607",22,"645","645"
"1608",41,"649","649"
"1609",11,"653","653"
"1610",8,"6600series","6600seri"
"1611",2,"6615","6615"
"1612",28,"66477","66477"
"1613",2,"6645","6645"
"1614",8,"6664","6664"
"1615",43,"667","667"
"1616",15,"66th","66th"
"1617",15,"67","67"
"1618",33,"674","674"
"1619",42,"6758","6758"
"1620",37,"683","683"
"1621",68,"6c","6c"
"1622",2,"6am","6am"
"1623",26,"6foot2","6foot2"
"1624",1,"6foot3","6foot3"
"1625",46,"6foot5","6foot5"
"1626",21,"6foot7","6foot7"
"1627",9,"6more","6more"
"1628",5,"6p10p","6p10p"
"1629",35,"6pm","6pm"
"1630",341,"6th","6th"
"1631",24,"6x6","6x6"
"1632",49,"712","712"
"1633",2,"71394","71394"
"1634",54,"79pm","79pm"
"1635",1,"702010","702010"
"1636",20,"700","700"
"1637",2,"700home","700home"
"1638",4,"702","702"
"1639",11,"704","704"
"1640",5,"705","705"
"1641",17,"707","707"
"1642",113,"70s","70"
"1643",1,"71","71"
"1644",3,"710","710"
"1645",39,"714","714"
"1646",62,"715","715"
"1647",8,"7169","7169"
"1648",46,"7205426105","7205426105"
"1649",26,"7200","7200"
"1650",11,"7233","7233"
"1651",32,"7278150","7278150"
"1652",24,"72nd","72nd"
"1653",97,"730","730"
"1654",5,"730fast","730fast"
"1655",30,"730pm","730pm"
"1656",4,"732","732"
"1657",15,"735","735"
"1658",12,"737s","737"
"1659",8,"747","747"
"1660",45,"747400","747400"
"1661",45,"747s","747"
"1662",86,"75","75"
"1663",78,"750","750"
"1664",20,"755","755"
"1665",13,"757","757"
"1666",6,"76","76"
"1667",18,"769","769"
"1668",9,"76ers","76er"
"1669",28,"770","770"
"1670",45,"776","776"
"1671",21,"7766","7766"
"1672",38,"777","777"
"1673",1,"780","780"
"1674",4,"782","782"
"1675",45,"7862231654","7862231654"
"1676",33,"789","789"
"1677",4,"792","792"
"1678",1,"797","797"
"1679",8,"7am","7am"
"1680",28,"7inch","7inch"
"1681",6,"7lb","7lb"
"1682",2,"7monthold","7monthold"
"1683",190,"7pm","7pm"
"1684",152,"7th","7th"
"1685",9,"7yearold","7yearold"
"1686",57,"811pm","811pm"
"1687",6,"80","80"
"1688",29,"80","80"
"1689",247,"800","800"
"1690",11,"800799safe","800799safe"
"1691",27,"801","801"
"1692",21,"80202","80202"
"1693",33,"80s","80"
"1694",38,"80s","80"
"1695",16,"80year","80year"
"1696",4,"811","811"
"1697",35,"812011","812011"
"1698",55,"813","813"
"1699",14,"815","815"
"1700",44,"81595","81595"
"1701",5,"816","816"
"1702",2,"8172","8172"
"1703",20,"818","818"
"1704",5,"81st","81st"
"1705",1,"82","82"
"1706",24,"8212","8212"
"1707",28,"825","825"
"1708",1,"826","826"
"1709",1,"827","827"
"1710",7,"829","829"
"1711",39,"82nd","82nd"
"1712",4,"849","849"
"1713",49,"850","850"
"1714",31,"854","854"
"1715",33,"86","86"
"1716",2,"8673","8673"
"1717",2,"8685","8685"
"1718",62,"873","873"
"1719",58,"8813449","8813449"
"1720",67,"888","888"
"1721",46,"8am","8am"
"1722",15,"8am12pm","8am12pm"
"1723",32,"8iron","8iron"
"1724",6,"8mm","8mm"
"1725",120,"8pm","8pm"
"1726",49,"8th","8th"
"1727",2,"911","911"
"1728",7,"912","912"
"1729",12,"912am","912am"
"1730",2,"9minute","9minut"
"1731",2,"911","911"
"1732",1,"90day","90dai"
"1733",1,"90","90"
