"line","frequency","term_1","term_2","term_2","prediction"
"194902",45,"the","subject","a","societi"
"194905",32,"the","subject","expert","on"
"194907",37,"the","subject","matter","for"
"194908",33,"the","subject","matter","isn"
"194911",37,"the","subject","of","death"
"194913",48,"the","subject","to","be"
"194916",63,"the","substanti","hq","from"
"194918",30,"the","suburb","chief","financ"
"194921",24,"the","success","for","both"
"194922",38,"the","success","of","anoth"
"194924",36,"the","sudden","at","least"
"194928",39,"the","sugar","shack","for"
"194931",36,"the","suit","and","i"
"194932",22,"the","suit","and","thu"
"194933",34,"the","suit","claim","the"
"194934",44,"the","suit","file","in"
"194949",46,"the","summit","of","hi"
"194951",80,"the","sun","also","set"
"194957",26,"the","sun","devil","after"
"194961",80,"the","sun","rise","on"
"194962",20,"the","sun","rise","over"
"194963",24,"the","sun","sentinel","in"
"194965",25,"the","sun","set","on"
"194967",20,"the","sunbak","cann","film"
"194968",57,"the","sundai","night","shakedown"
"194969",42,"the","sunglass","a","thei"
"194971",39,"the","sunni","leader","in"
"194972",78,"the","sunni","were","the"
"194979",20,"the","super","bowl","will"
"194982",32,"the","superb","terrenc","howard"
"194984",37,"the","superintend","salari","so"
"194990",43,"the","support","from","afghanistan"
"194992",30,"the","support","of","peopl"
"194993",22,"the","support","receiv","from"
"194994",32,"the","support","staff","i"
"194997",48,"the","suprem","court","in"
"195006",32,"the","surgeri","but","nope"
"195007",43,"the","surplu","wa","part"
"195009",41,"the","surpri","polic","depart"
"195011",53,"the","survei","rt","new"
"195013",30,"the","sushi","can","be"
"195017",29,"the","sustain","natur","dye"
"195020",20,"the","swede","ar","ahead"
"195023",33,"the","sweet","potato","were"
"195026",43,"the","swing","davi","said"
"195028",38,"the","switch","landlord","would"
"195032",39,"the","syrian","border","and"
"195034",23,"the","system","also","said"
"195037",38,"the","system","in","place"
"195039",22,"the","system","itself","that"
"195041",43,"the","system","of","legal"
"195042",49,"the","system","then","month"
"195043",32,"the","t","and","dot"
"195050",26,"the","tabl","what","more"
"195053",43,"the","tactic","help","cia"
"195055",28,"the","tag","remov","sure"
"195060",38,"the","talent","modern","mind"
"195066",23,"the","tallest","build","have"
"195067",38,"the","tan","booth","while"
"195068",33,"the","tan","chong","group"
"195072",42,"the","tang","of","citru"
"195073",26,"the","tank","ha","never"
"195074",26,"the","tank","wa","nigh"
"195077",34,"the","tape","howev","the"
"195079",33,"the","tape","were","us"
"195082",36,"the","target","person","unwit"
"195089",41,"the","tast","of","takeawai"
"195090",29,"the","tast","of","vampir"
"195091",34,"the","tavern","follow","by"
"195092",43,"the","taxfr","threshold","wa"
"195094",22,"the","taxpai","to","indulg"
"195095",25,"the","tcm","film","fest"
"195099",40,"the","teacher","union","thi"
"195101",47,"the","team","after","have"
"195102",38,"the","team","all","week"
"195103",35,"the","team","and","a"
"195107",23,"the","team","chemistri","go"
"195109",36,"the","team","from","hi"
"195110",27,"the","team","had","some"
"195111",39,"the","team","in","score"
"195119",34,"the","team","recent","result"
"195120",37,"the","team","should","pick"
"195121",32,"the","team","so","far"
"195124",29,"the","team","the","player"
"195125",36,"the","team","titl","hope"
"195127",21,"the","team","realli","blow"
"195131",47,"the","techbook","idea","it"
"195132",44,"the","technolog","doe","what"
"195135",28,"the","teen","choic","award"
"195136",32,"the","teenag","on","have"
"195138",39,"the","teeth","can","start"
"195140",33,"the","televi","show","that"
"195142",38,"the","temperatur","at","conserv"
"195143",68,"the","temperatur","can","drop"
"195144",34,"the","temperatur","warm","up"
"195145",37,"the","temperatur","wa","near"
"195146",41,"the","tempestu","relationship","she"
"195156",37,"the","term","wa","us"
"195162",24,"the","terrorist","attack","now"
"195164",38,"the","test","confirm","that"
"195165",34,"the","test","envelop","down"
"195168",20,"the","texa","ranger","thi"
"195170",72,"the","texa","qb","rotat"
"195171",47,"the","textbook","lov","the"
"195172",40,"the","the","field","of"
"195174",20,"the","theater","chiefli","for"
"195178",20,"the","theme","for","our"
"195179",38,"the","theme","i","no"
"195180",23,"the","theme","migrat","i"
"195184",38,"the","then","current","arrai"
"195185",20,"the","there","ar","alwai"
"195186",52,"the","thin","air","and"
"195187",34,"the","thing","a","littl"
"195188",27,"the","thing","about","plai"
"195189",34,"the","thing","at","the"
"195190",20,"the","thing","go","to"
"195193",41,"the","thing","i","don"
"195196",28,"the","thing","i","if"
"195197",48,"the","thing","i","iv"
"195201",32,"the","thing","that","ar"
"195202",44,"the","thing","that","didnt"
"195205",35,"the","thing","that","matter"
"195207",28,"the","thing","that","took"
"195208",25,"the","thing","to","make"
"195212",20,"the","thing","youv","been"
"195214",42,"the","third","and","miami"
"195215",22,"the","third","confer","held"
"195219",21,"the","third","quarter","bennett"
"195220",44,"the","third","quarter","gradual"
"195221",42,"the","third","quarter","stoudemir"
"195222",34,"the","third","the","film"
"195224",26,"the","third","unbeaten","season"
"195229",22,"the","thi","cool","old"
"195232",25,"the","thompson","properti","the"
"195234",33,"the","thought","ha","never"
"195236",31,"the","thought","of","throat"
"195248",33,"the","three","king","in"
"195253",33,"the","three","of","u"
"195254",24,"the","three","plant","combin"
"195257",28,"the","three","sister","stori"
"195259",42,"the","threebedroom","1","400squarefoot"
"195262",35,"the","threehour","limit","and"
"195263",38,"the","threepoint","and","i"
"195265",26,"the","thrill","and","pride"
"195270",36,"the","thrust","phase","and"
"195274",22,"the","thunder","rt","if"
"195276",62,"the","ticket","whi","ar"
"195277",36,"the","ticket","josh","ask"
"195279",30,"the","tie","shelbi","willi"
"195281",28,"the","tiger","fall","classic"
"195282",24,"the","tiger","have","some"
"195283",20,"the","tiger","loss","to"
"195284",41,"the","tiger","thi","season"
"195292",34,"the","time","after","walt"
"195301",55,"the","time","but","i"
"195302",40,"the","time","by","the"
"195303",49,"the","time","couldn","t"
"195307",30,"the","time","her","sass"
"195309",41,"the","time","i","at"
"195310",36,"the","time","i","dug"
"195311",44,"the","time","i","know"
"195312",27,"the","time","i","recov"
"195321",34,"the","time","lloyd","said"
"195322",44,"the","time","machin","project"
"195325",28,"the","time","of","the"
"195328",30,"the","time","or","what"
"195331",34,"the","time","said","bayli"
"195332",31,"the","time","she","enter"
"195334",31,"the","time","she","wa"
"195335",25,"the","time","so","about"
"195336",26,"the","time","the","stillact"
"195340",42,"the","time","to","make"
"195342",47,"the","time","to","readthink"
"195349",28,"the","timelin","in","a"
"195351",30,"the","timesjourn","newspap","publish"
"195363",24,"the","titl","below","for"
"195365",33,"the","titl","of","best"
"195367",41,"the","titl","outright","with"
"195371",22,"the","to","cultur","chang"
"195372",48,"the","todai","her","first"
"195374",24,"the","token","skinni","or"
"195383",26,"the","toprat","juniorcolleg","player"
"195384",31,"the","top","10","gig"
"195385",37,"the","top","10","the"
"195386",21,"the","top","4","or"
"195388",22,"the","top","allow","it"
"195396",54,"the","top","goe","under"
"195398",42,"the","top","incom","bracket"
"195400",28,"the","top","just","like"
"195401",24,"the","top","left","of"
"195402",52,"the","top","make","all"
"195403",37,"the","top","moment","of"
"195404",30,"the","top","of","everi"
"195406",51,"the","top","of","hi"
"195408",134,"the","top","of","the"
"195410",33,"the","top","peopl","in"
"195411",34,"the","top","prioriti","i"
"195412",57,"the","top","sell","movi"
"195415",54,"the","top","up","the"
"195420",48,"the","topshop","event","host"
"195423",39,"the","toronto","blue","jai"
"195424",39,"the","toronto","game","work"
"195425",26,"the","torrid","desert","that"
"195426",30,"the","tortilla","leav","the"
"195427",43,"the","total","disenfranchi","of"
"195430",30,"the","tote","of","thanksgiv"
"195434",40,"the","toughest","competit","in"
"195436",60,"the","tour","of","my"
"195437",43,"the","tour","product","of"
"195438",35,"the","tour","wa","still"
"195440",27,"the","tourism","industri","said"
"195442",39,"the","touristi","ben","thanh"
"195444",51,"the","tournei","beat","the"
"195447",34,"the","tower","i","the"
"195448",35,"the","tower","of","midnight"
"195457",33,"the","township","where","thei"
"195458",27,"the","toxic","effect","of"
"195462",31,"the","track","ar","arrang"
"195466",54,"the","track","i","made"
"195467",25,"the","track","madden","corner"
"195471",36,"the","trade","center","site"
"195473",31,"the","trade","deadlin","to"
"195476",43,"the","trade","market","but"
"195481",43,"the","tradit","number","of"
"195486",39,"the","trail","of","tear"
"195489",22,"the","trailer","i","a"
"195490",23,"the","trailer","to","detach"
"195497",37,"the","transact","from","the"
"195498",29,"the","transform","a","face"
"195499",23,"the","transplant","team","wa"
"195501",24,"the","trap","be","beez"
"195505",43,"the","trash","or","get"
"195507",24,"the","travel","editor","japan"
"195509",42,"the","treatment","of","seborrh"
"195510",28,"the","treatment","work","the"
"195511",25,"the","tree","and","peopl"
"195512",30,"the","tree","and","perch"
"195515",39,"the","tree","of","life"
"195516",23,"the","tree","wa","hoist"
"195518",40,"the","tree","that","would"
"195520",26,"the","trek","through","jungl"
"195522",26,"the","tremend","loss","of"
"195526",20,"the","tri","rex","ruler"
"195527",32,"the","trial","be","held"
"195528",39,"the","trial","in","which"
"195529",32,"the","trial","i","about"
"195531",33,"the","trial","of","an"
"195533",41,"the","trial","of","khalid"
"195536",43,"the","tribal","malik","but"
"195537",33,"the","tribe","while","jeff"
"195538",36,"the","triciti","region","port"
"195539",46,"the","trick","i","pull"
"195543",32,"the","trip","from","elberon"
"195553",39,"the","trophi","until","next"
"195554",27,"the","troubl","and","our"
"195555",20,"the","troubl","i","cbt"
"195556",46,"the","troubl","i","whether"
"195559",29,"the","trough","that","i"
"195564",43,"the","true","color","of"
"195565",24,"the","true","ident","of"
"195566",79,"the","true","mean","of"
"195569",34,"the","truli","weird","tv"
"195570",20,"the","trumpet","can","be"
"195571",20,"the","trumpet","i","fine"
"195573",60,"the","truth","about","the"
"195574",33,"the","truth","be","told"
"195576",44,"the","truth","i","a"
"195577",31,"the","truth","i","creativ"
"195578",31,"the","truth","i","it"
"195580",30,"the","truth","i","though"
"195581",42,"the","truth","isn","t"
"195582",20,"the","truth","most","patient"
"195583",38,"the","truth","ref","unbeliev"
"195584",68,"the","truth","which","mai"
"195585",43,"the","truthomet","will","give"
"195586",21,"the","tsukamoto","okamoto","and"
"195587",38,"the","tualatin","hill","natur"
"195591",27,"the","tuesdai","morn","store"
"195596",29,"the","turkei","place","turkei"
"195597",29,"the","turkei","submerg","brine"
"195598",30,"the","turn","of","the"
"195600",37,"the","tv","dial","and"
"195604",22,"the","tv","show","plai"
"195606",43,"the","tv","version","in"
"195609",29,"the","tweak","in","the"
"195613",22,"the","twelveyearold","daughter","of"
"195616",25,"the","twin","but","struck"
"195619",49,"the","twitter","profil","pic"
"195621",33,"the","two","candid","plan"
"195622",23,"the","two","citi","agr"
"195624",34,"the","two","compani","name"
"195626",24,"the","two","farm","along"
"195628",42,"the","two","for","on"
"195629",41,"the","two","game","against"
"195633",25,"the","two","i","would"
"195634",32,"the","two","in","the"
"195637",21,"the","two","men","appear"
"195639",22,"the","two","merchant","give"
"195640",29,"the","two","mixtur","add"
"195641",33,"the","two","most","recent"
"195642",28,"the","two","number","i"
"195644",33,"the","two","older","children"
"195645",26,"the","two","other","juco"
"195646",25,"the","two","signatur","featur"
"195649",47,"the","two","team","in"
"195651",39,"the","two","were","engag"
"195652",34,"the","two","women","then"
"195654",44,"the","two","younger","gui"
"195656",23,"the","type","of","bodi"
"195663",31,"the","type","of","spirit"
"195664",42,"the","typic","401kira","balanc"
"195665",42,"the","typic","household","write"
"195667",42,"the","u","k","and"
"195668",42,"the","u","","hou"
"195670",57,"the","u","","the"
"195672",25,"the","ucf","colleg","of"
"195674",32,"the","ugli","noses","i"
"195675",24,"the","uhm","yeah","the"
"195676",22,"the","uid","platform","i"
"195677",30,"the","uk","and","the"
"195678",27,"the","uk","ar","someth"
"195679",23,"the","uk","belong","apart"
"195683",20,"the","uk","todai","and"
"195684",28,"the","uk","budget","deficit"
"195685",23,"the","ukrainian","communist","parti"
"195688",21,"the","ultim","test","of"
"195691",40,"the","umpir","get","the"
"195692",42,"the","umpir","that","wa"
"195694",45,"the","umpqua","c400","jig"
"195695",32,"the","un","secur","council"
"195697",29,"the","unaccept","us","of"
"195701",40,"the","uncook","innard","of"
"195708",23,"the","unemploi","rate","ha"
"195709",22,"the","unemploi","rate","stubborn"
"195711",24,"the","unfortun","short","live"
"195712",39,"the","ungod","follow","biblic"
"195716",48,"the","union","attent","especi"
"195717",22,"the","union","back","out"
"195719",48,"the","union","wa","tri"
"195722",44,"the","unit","and","do"
"195724",31,"the","unit","kingdom","in"
"195727",31,"the","unit","nation","1997"
"195728",31,"the","unit","nation","intergovern"
"195732",40,"the","unit","state",""
"195733",30,"the","unit","state",""
"195734",31,"the","unit","state","and"
"195735",21,"the","unit","state","in"
"195740",43,"the","unit","state","to"
"195743",23,"the","unit","state","involv"
"195744",42,"the","unit","state","she"
"195746",24,"the","unit","state","togeth"
"195748",42,"the","univ","of","houston"
"195750",27,"the","univ","and","attempt"
"195752",41,"the","univ","ask","whi"
"195753",36,"the","univ","athlet","associat"
"195754",33,"the","univ","by","the"
"195756",44,"the","univ","estudiantina","group"
"195757",26,"the","univ","ha","invest"
"195760",33,"the","univ","of","arizona"
"195762",62,"the","univ","of","chicago"
"195763",38,"the","univ","of","colorado"
"195764",44,"the","univ","of","guanajuato"
"195767",39,"the","univ","of","north"
"195769",37,"the","univ","of","san"
"195773",39,"the","univ","of","wisconsin"
"195778",34,"the","univers","i","am"
"195779",43,"the","unleash","of","capit"
"195781",42,"the","unpopular","of","chancellor"
"195782",44,"the","unpredict","violenc","and"
"195789",31,"the","upcom","arriv","of"
"195790",30,"the","upcom","craft","fair"
"195793",23,"the","updat","ipod","replac"
"195796",33,"the","upload","i","am"
"195798",36,"the","upsid","of","mercuri"
"195801",40,"the","urg","to","nap"
"195806",44,"the","u","and","got"
"195807",34,"the","u","and","other"
"195809",35,"the","u","armi","lack"
"195810",33,"the","u","armi","aberdeen"
"195811",38,"the","u","attornei","offic"
"195813",21,"the","u","cannot","afford"
"195815",41,"the","u","cinco","de"
"195821",41,"the","u","declin","for"
"195822",54,"the","u","depart","of"
"195823",33,"the","u","dial","011"
"195830",23,"the","u","from","a"
"195832",41,"the","u","had","the"
"195835",28,"the","u","in","the"
"195836",47,"the","u","in","your"
"195837",27,"the","u","increa","119"
"195838",39,"the","u","invas","the"
"195839",20,"the","u","market","at"
"195846",39,"the","u","presenc","in"
"195847",24,"the","u","prevent","servic"
"195851",26,"the","u","secret","servic"
"195852",37,"the","u","team","the"
"195853",34,"the","u","the","intent"
"195857",76,"the","u","we","miss"
"195859",30,"the","u","with","devil"
"195860",33,"the","usa","alreadi","ha"
"195861",26,"the","usa","and","some"
"195862",24,"the","usa","for","their"
"195863",25,"the","usa","fun","fact"
"195872",27,"the","us","bin","at"
"195873",28,"the","us","green","tip"
"195874",47,"the","us","of","a"
"195875",31,"the","us","of","airplan"
"195880",38,"the","us","of","tortur"
"195886",40,"the","usual","recip","post"
"195887",35,"the","usual","suav","bedford"
"195888",23,"the","ut","ha","clear"
"195891",24,"the","uw","here","in"
"195895",28,"the","vacanc","through","a"
"195896",23,"the","valentin","word","collag"
"195897",34,"the","vallei","especi","when"
"195900",59,"the","vallei","victorian","scare"
"195901",22,"the","valu","of","each"
"195902",37,"the","valu","of","empow"
"195903",34,"the","vampir","coven","brood"
"195904",34,"the","vampir","diari","season"
"195907",21,"the","vancouv","canuck","and"
"195913",20,"the","vast","major","of"
"195916",33,"the","veggi","soup","from"
"195919",23,"the","vendor","and","mayb"
"195924",46,"the","verdict","wa","hand"
"195925",22,"the","verg","of","foreclosur"
"195929",36,"the","veri","ground","it"
"195930",31,"the","veri","heart","of"
"195932",29,"the","veri","last","scene"
"195935",43,"the","veri","least","legibl"
"195938",26,"the","veri","same","honor"
"195939",25,"the","veri","same","hou"
"195942",24,"the","ver","below","describ"
"195943",39,"the","ver","read","the"
"195944",25,"the","version","that","provid"
"195948",38,"the","viabil","of","ani"
"195949",33,"the","vibrant","red","cali"
"195950",35,"the","vibrat","egg","wasnt"
"195952",34,"the","vice","presid","member"
"195953",32,"the","vicin","so","that"
"195954",22,"the","vicin","yet","alam"
"195955",43,"the","victim","after","the"
"195965",34,"the","video","but","there"
"195967",60,"the","video","i","m"
"195969",30,"the","video","of","sweet"
"195970",65,"the","video","player","fix"
"195971",33,"the","video","taken","of"
"195975",27,"the","view","here","i"
"195980",44,"the","vike","like","thei"
"195986",25,"the","vintag","particular","on"
"195988",38,"the","violenc","also","led"
"195996",36,"the","vision","god","ha"
"195997",36,"the","vision","team","a"
"195998",27,"the","visit","charlott","checker"
"196000",43,"the","visual","the","auditori"
"196005",34,"the","voic","of","puss"
"196008",25,"the","voic","pleas","you"
"196010",55,"the","vol","ar","gonna"
"196011",25,"the","volatil","cant","live"
"196012",22,"the","volcano","came","out"
"196013",26,"the","vol","patterson","i"
"196017",37,"the","vote","ar","the"
"196018",42,"the","vote","not","especi"
"196020",21,"the","vote","within","90"
"196026",31,"the","waist","smh","2"
"196027",32,"the","wait","area","of"
"196028",42,"the","wait","had","a"
"196032",28,"the","wake","of","a"
"196033",51,"the","wake","of","everi"
"196036",24,"the","wake","of","their"
"196037",53,"the","walk","dead","let"
"196049",41,"the","wall","street","journal"
"196051",39,"the","wall","the","site"
"196056",29,"the","war","peopl","took"
"196057",43,"the","war","sect","with"
"196062",58,"the","warren","video","but"
"196063",44,"the","warrior","who","began"
"196073",26,"the","water","of","hawaii"
"196077",21,"the","water","thi","i"
"196080",48,"the","waterfront","built","in"
"196088",44,"the","wai","for","a"
"196091",60,"the","wai","from","the"
"196092",22,"the","wai","from","tx"
"196094",21,"the","wai","he","doe"
"196096",27,"the","wai","he","plai"
"196099",46,"the","wai","he","would"
"196102",34,"the","wai","i","can"
"196104",34,"the","wai","i","think"
"196106",25,"the","wai","in","which"
"196107",35,"the","wai","into","your"
"196108",20,"the","wai","i","a"
"196109",34,"the","wai","it","goe"
"196112",29,"the","wai","jesu","would"
"196114",23,"the","wai","of","compul"
"196115",21,"the","wai","of","the"
"196116",38,"the","wai","or","the"
"196118",34,"the","wai","skidoo","doe"
"196121",26,"the","wai","that","dominik"
"196123",35,"the","wai","that","peopl"
"196124",54,"the","wai","that","wai"
"196125",30,"the","wai","that","you"
"196126",20,"the","wai","the","anim"
"196129",34,"the","wai","the","professor"
"196132",32,"the","wai","thing","ar"
"196133",48,"the","wai","through","and"
"196137",45,"the","wai","to","a"
"196140",20,"the","wai","to","solv"
"196142",25,"the","wai","up","2"
"196146",34,"the","wai","we","all"
"196148",41,"the","wai","we","should"
"196149",36,"the","wai","well","i"
"196150",26,"the","wai","you","came"
"196153",20,"the","we","love","that"
"196156",38,"the","weak","hou","market"
"196157",31,"the","weak","of","the"
"196158",23,"the","weakest","part","of"
"196159",29,"the","wealthi","and","power"
"196161",42,"the","wealthi","which","larg"
"196162",26,"the","weapon","cheat","ohhhh"
"196163",26,"the","weapon","cheat","shoot"
"196164",32,"the","wearabl","with","all"
"196165",34,"the","weather","and","delv"
"196172",26,"the","web","wer","not"
"196176",26,"the","websit","www","geerthofsted"
"196180",35,"the","wed","i","wa"
"196181",30,"the","wed","obvious","said"
"196184",67,"the","week","viggl","my"
"196185",32,"the","week","after","servic"
"196186",35,"the","week","and","a"
"196191",41,"the","week","end","todai"
"196193",25,"the","week","off","right"
"196194",40,"the","week","so","i"
"196195",70,"the","week","som","cash"
"196197",35,"the","weekend","a","plate"
"196199",41,"the","weekend","and","my"
"196207",40,"the","weekend","the","maitr"
"196217",23,"the","west","","boast"
"196219",24,"the","west","and","east"
"196222",41,"the","west","coast","of"
"196224",33,"the","west","counti","mall"
"196225",41,"the","west","end","in"
"196226",34,"the","west","includ","the"
"196228",36,"the","west","region","final"
"196229",36,"the","west","river","said"
"196232",39,"the","west","virginia","athlet"
"196236",37,"the","western","a","for"
"196237",31,"the","western","confer","and"
"196239",21,"the","wet","ingredi","in"
"196240",23,"the","wheel","in","motion"
"196243",35,"the","whereabout","of","a"
"196247",26,"the","white","earth","nation"
"196249",43,"the","white","lick","creek"
"196250",25,"the","white","paper","and"
"196251",30,"the","white","rice","on"
"196252",41,"the","white","tank","branch"
"196253",34,"the","white","wall","surround"
"196255",33,"the","whole","alterc","he"
"196257",26,"the","whole","bu","her"
"196261",43,"the","whole","crew","up"
"196262",28,"the","whole","damn","thing"
"196263",35,"the","whole","dai","in"
"196265",25,"the","whole","even","wa"
"196266",47,"the","whole","facil","in"
"196271",25,"the","whole","meal","theyll"
"196272",32,"the","whole","next","dai"
"196274",34,"the","whole","organ","in"
"196278",45,"the","whole","stori","accompani"
"196283",33,"the","whole","thing","said"
"196287",51,"the","whole","town","of"
"196291",39,"the","whole","wheat","couscou"
"196292",41,"the","whore","defen","attornei"
"196294",39,"the","wife","scout","report"
"196299",33,"the","wild","feral","border"
"196305",36,"the","wild","west","for"
"196306",36,"the","wild","west","would"
"196308",31,"the","wild","wigout","comix"
"196316",25,"the","willoughbyeastlak","school","district"
"196321",35,"the","window","angrili","a"
"196322",24,"the","window","door","and"
"196327",33,"the","wine","becam","sour"
"196328",27,"the","wine","can","tast"
"196331",27,"the","wine","should","alwai"
"196332",34,"the","wineri","cheat","custom"
"196334",31,"the","wing","have","been"
"196335",28,"the","wing","of","the"
"196338",27,"the","winner","of","my"
"196341",63,"the","winner","of","the"
"196346",51,"the","winner","wa","gonna"
"196350",23,"the","winter","won","t"
"196353",61,"the","wise","man","ask"
"196354",36,"the","wisest","thing","to"
"196358",38,"the","wit","testimoni","could"
"196360",22,"the","wizard","at","thi"
"196362",27,"the","wizard","onc","or"
"196363",22,"the","wizard","and","hi"
"196364",66,"the","wnba","ha","a"
"196365",26,"the","wolf","lai","besid"
"196366",27,"the","wolv","won","via"
"196367",36,"the","woman","appar","began"
"196370",56,"the","woman","in","black"
"196372",63,"the","woman","i","abl"
"196373",26,"the","woman","testifi","under"
"196374",40,"the","woman","wa","led"
"196375",27,"the","women","","with"
"196377",29,"the","women","on","the"
"196378",48,"the","women","plai","at"
"196381",37,"the","women","their","newest"
"196382",34,"the","women","us","the"
"196383",33,"the","women","wore","color"
"196385",37,"the","wonder","food","that"
"196387",41,"the","wonder","gift","she"
"196390",48,"the","wonder","of","the"
"196392",29,"the","wonder","project","you"
"196394",35,"the","wonder","tom","buderwitz"
"196405",30,"the","word","","malleabl"
"196408",58,"the","word","about","our"
"196409",31,"the","word","about","the"
"196411",47,"the","word","giddi","and"
"196412",55,"the","word","have","a"
"196413",20,"the","word","he","would"
"196422",23,"the","word","us","for"
"196424",44,"the","word","littl","shaki"
"196425",23,"the","word","soma","pneuma"
"196426",25,"the","word","water","for"
"196437",24,"the","work","of","god"
"196440",22,"the","work","that","the"
"196442",22,"the","work","unit","back"
"196443",44,"the","work","wa","incr"
"196444",52,"the","work","while","the"
"196450",22,"the","world","a","better"
"196451",27,"the","world","a","favor"
"196453",31,"the","world","3","3"
"196462",38,"the","world","ani","critiqu"
"196468",23,"the","world","a","the"
"196470",20,"the","world","atheist","popul"
"196471",21,"the","world","bank","caution"
"196473",53,"the","world","but","i"
"196474",55,"the","world","by","observ"
"196475",42,"the","world","capit","spend"
"196476",24,"the","world","cup","open"
"196477",31,"the","world","divorc","make"
"196478",36,"the","world","do","all"
"196482",28,"the","world","gum","tree"
"196483",27,"the","world","ha","becom"
"196486",48,"the","world","he","creat"
"196487",58,"the","world","i","am"
"196489",43,"the","world","i","honest"
"196491",33,"the","world","i","mean"
"196493",40,"the","world","i","wa"
"196494",29,"the","world","if","convict"
"196495",31,"the","world","if","thei"
"196501",42,"the","world","i","to"
"196502",46,"the","world","i","wait"
"196504",34,"the","world","knew","wa"
"196508",26,"the","world","now","knowsor"
"196511",21,"the","world","of","technologi"
"196512",33,"the","world","of","the"
"196514",35,"the","world","onli","timetravel"
"196515",29,"the","world","or","wors"
"196520",27,"the","world","that","could"
"196524",41,"the","world","the","rain"
"196525",40,"the","world","thei","cant"
"196533",38,"the","world","wealth","in"
"196535",29,"the","world","won","t"
"196536",56,"the","world","would","be"
"196539",33,"the","worldview","of","the"
"196540",38,"the","worri","increa","in"
"196541",23,"the","worst","cook","ever"
"196543",21,"the","worst","form","of"
"196544",51,"the","worst","i","yet"
"196545",23,"the","worst","level","of"
"196546",33,"the","worst","match","wa"
"196547",41,"the","worst","number","in"
"196548",39,"the","worst","of","the"
"196555",25,"the","worst","version","of"
"196558",38,"the","wrap","or","nap"
"196559",34,"the","wrap","still","on"
"196560",41,"the","wreck","ball","tour"
"196565",29,"the","wreckag","will","never"
"196568",42,"the","wrestler","but","he"
"196572",39,"the","write","on","the"
"196573",20,"the","write","process","or"
"196575",36,"the","writer","goe","on"
"196577",23,"the","writer","journei","it"
"196582",36,"the","wrong","kei","on"
"196583",29,"the","wrong","kind","of"
"196584",38,"the","wrong","point","of"
"196585",41,"the","wrong","side","of"
"196586",43,"the","wrong","twitter","name"
"196587",30,"the","wrong","wai","it"
"196588",33,"the","wrong","word","damn"
"196589",24,"the","xsmall","and","it"
"196590",22,"the","xm","or","ipod"
"196591",25,"the","xma","cake","of"
"196592",37,"the","yank","ar","239"
"196593",34,"the","yank","catcher","give"
"196594",56,"the","yank","or","the"
"196595",46,"the","yard","art",""
"196597",28,"the","year","a","strong"
"196602",34,"the","year","ansu","sesai"
"196605",40,"the","year","by","the"
"196606",25,"the","year","cant","help"
"196607",67,"the","year","get","it"
"196609",36,"the","year","i","love"
"196610",57,"the","year","i","wa"
"196615",39,"the","year","roi","ha"
"196618",25,"the","year","that","children"
"196621",43,"the","year","then","that"
"196622",48,"the","year","to","come"
"196623",43,"the","year","to","keep"
"196631",38,"the","young","and","trendi"
"196632",48,"the","young","but","none"
"196634",23,"the","young","crocodil","to"
"196636",36,"the","young","on","basic"
"196637",51,"the","young","peopl","enter"
"196639",37,"the","young","quarterback","in"
"196641",36,"the","young","woman","parent"
"196644",40,"the","younger","quicker","nugget"
"196645",33,"the","youngest","i","2"
"196646",33,"the","youngest","of","5"
"196647",41,"the","youngest","team","in"
"196650",30,"the","youtub","clip","isn"
"196651",37,"the","ytowncan","websit","i"
"196652",26,"the","yule","log","in"
"196653",28,"the","yummi","robert","pattinson"
"196654",37,"the","zac","efron","vehicl"
"196658",21,"the","zombi","twice","the"
"196659",34,"the","zone","i","level"
"196662",48,"the","zoo","will","be"
"196665",20,"theater","chiefli","for","it"
"196667",25,"theater","on","april","22"
"196669",37,"theater","relea","by","time"
"196670",31,"theater","sell","glutenfr","browni"
"196677",41,"theatr","and","wa","last"
"196680",43,"theatr","nov","113","not"
"196682",38,"theatr","with","your","time"
"196683",25,"theatric","charact","in","subtl"
"196685",20,"theatric","clichã","and","made"
"196686",44,"thediff","18th","shamawan","21st"
"196687",44,"thediff","5th","risk","accessor"
"196688",44,"thediff","ur","27th","2003"
"196689",33,"theft","ar","also","be"
"196691",27,"theft","case","but","thei"
"196693",23,"theft","in","europ","at"
"196694",32,"theft","of","air","condit"
"196695",51,"theft","properti","wa","stolen"
"196696",27,"theft","report","number","with"
"196697",27,"theft","visit","the","ftc"
"196698",25,"thei","do","how","thei"
"196699",64,"thei","envis","with","nike"
"196704",33,"their","3","boi","thei"
"196706",29,"their","50","have","in"
"196708",39,"their","8","million","dollar"
"196711",21,"their","abu","start","when"
"196713",29,"their","ac","for","the"
"196714",39,"their","achiev","the","school"
"196715",41,"their","adopt","format","a"
"196723",39,"their","alleg","role","in"
"196724",29,"their","amaz","creation","thei"
"196726",27,"their","area","mai","not"
"196727",32,"their","asset","or","about"
"196731",30,"their","back","from","doctor"
"196732",45,"their","ballston","virginia","site"
"196737",34,"their","beer","it","all"
"196742",36,"their","benefit","ar","calcul"
"196745",41,"their","biggest","sale","in"
"196746",31,"their","blog","and","give"
"196750",39,"their","book","werent","either"
"196755",33,"their","build","wa","basic"
"196758",44,"their","butterfli","bead","which"
