"line","frequency","Term"
"22931",6178,"then"
"22932",27,"thenassemblymen"
"22937",41,"theo"
"22938",34,"theodor"
"22939",34,"theologian"
"22940",20,"theorem"
"22941",43,"theoret"
"22942",133,"theori"
"22945",47,"theori"
"22946",37,"thepurplebroom"
"22948",48,"therapi"
"22949",110,"therapist"
"22951",12421,"there"
"22953",329,"there"
"22955",36,"therebi"
"22956",142,"therefor"
"22957",60,"therefor"
"22958",34,"thereof"
"22959",74,"theresa"
"22961",3991,"these"
"22963",16833,"thei"
"22965",35,"theyd"
"22966",58,"theyd"
"22967",27,"theyll"
"22968",172,"theyr"
"22969",52,"theyv"
"22970",69,"theyd"
"22971",107,"theyll"
"22972",480,"theyr"
"22973",172,"theyv"
"22974",38,"thi"
"22976",126,"thick"
"22977",36,"thickskin"
"22978",52,"thicker"
"22981",27,"thief"
"22982",26,"thietj"
"22983",38,"thiev"
"22985",59,"thigh"
"22988",136,"thin"
"22989",5849,"thing"
"22990",28,"thing"
"22991",45,"thingamajig"
"22992",76,"thingi"
"22993",954,"thing"
"22994",7412,"think"
"22995",51,"thinkin"
"22996",152,"think"
"22997",73,"think"
"22998",36,"thinner"
"22999",1049,"third"
"23004",22,"thirdplac"
"23006",26,"thirst"
"23007",39,"thirteen"
"23008",22,"thirteenth"
"23011",27052,"thi"
"23014",53,"thnk"
"23016",274,"tho"
"23018",370,"thoma"
"23019",54,"thoma"
"23020",49,"thome"
"23021",34,"thommen"
"23022",197,"thompson"
"23023",23,"thor"
"23026",53,"thorn"
"23028",84,"thornton"
"23029",164,"thorough"
"23031",4600,"those"
"23035",2207,"though"
"23037",2426,"thought"
"23038",82,"thought"
"23039",182,"thought"
"23041",321,"thousand"
"23043",67,"thread"
"23044",163,"threat"
"23045",388,"threaten"
"23046",48,"threaten"
"23047",20,"threat"
"23048",2760,"three"
"23053",42,"threebedroom"
"23055",40,"threedimens"
"23057",38,"threehour"
"23058",139,"threepoint"
"23060",39,"threetim"
"23062",50,"threshold"
"23063",148,"threw"
"23065",26,"thrifti"
"23066",200,"thrill"
"23069",56,"thriller"
"23071",171,"thrive"
"23072",34,"thrive"
"23074",203,"throat"
"23076",68,"throne"
"23077",76,"throng"
"23078",3667,"through"
"23079",392,"throughout"
"23080",769,"throw"
"23081",26,"thrower"
"23082",170,"thrown"
"23083",101,"thru"
"23084",220,"thrust"
"23085",51,"tht"
"23087",59,"thug"
"23089",91,"thumb"
"23091",45,"thump"
"23093",142,"thunder"
"23097",44,"thur"
"23098",100,"thur"
"23099",1052,"thursdai"
"23101",31,"thursday"
"23103",267,"thu"
"23105",42,"thwart"
"23106",97,"thx"
"23111",41,"tick"
"23112",1016,"ticket"
"23113",81,"ticket"
"23114",60,"tick"
"23116",38,"tidbit"
"23117",26,"tide"
"23118",44,"tides"
"23119",499,"tie"
"23122",33,"tif"
"23125",22,"tigara"
"23126",291,"tiger"
"23127",70,"tiger"
"23129",232,"tight"
"23130",63,"tighten"
"23131",38,"tighter"
"23132",31,"tightknit"
"23133",43,"tignor"
"23134",101,"tiki"
"23135",179,"til"
"23136",41,"tilda"
"23137",31,"tile"
"23138",563,"till"
"23140",85,"tilt"
"23141",368,"tim"
"23142",179,"timber"
"23143",35,"timberlak"
"23144",44,"timberwolv"
"23145",11227,"time"
"23146",35,"timetravel"
"23147",23,"time"
"23148",42,"time"
"23149",21,"timeless"
"23151",36,"timeless"
"23152",28,"timelin"
"23154",67,"timeout"
"23156",42,"timepiec"
"23157",41,"timeplac"
"23159",726,"time"
"23160",30,"timesjourn"
"23162",35,"timet"
"23165",23,"timid"
"23169",34,"tin"
"23170",64,"tina"
"23172",38,"tine"
"23173",56,"ting"
"23174",273,"tini"
"23178",24,"tinseltown"
"23179",33,"tint"
"23181",60,"tinyp"
"23182",591,"tip"
"23183",50,"tipi"
"23185",68,"tip"
"23186",367,"tire"
"23187",25,"tirechew"
"23188",77,"tire"
"23189",47,"tiredd"
"23191",38,"tiresom"
"23193",135,"tissu"
"23194",105,"titan"
"23199",27,"tith"
"23201",464,"titl"
"23202",266,"titl"
"23203",47,"titl"
"23205",28,"titsthat"
"23208",131,"tix"
"23212",42,"to"
"23213",36,"to"
"23214",43,"toadstool"
"23215",379,"toast"
"23216",20,"tobacco"
"23217",59,"tobi"
"23218",41,"tobin"
"23220",97,"todai"
"23221",6796,"todai"
"23222",39,"todaytonight"
"23223",35,"today"
"23225",57,"todd"
"23226",31,"toddl"
"23228",96,"toddler"
"23229",34,"todo"
"23230",64,"toe"
"23232",28,"toez"
"23233",35,"toff"
"23234",59,"tofu"
"23236",790,"togeth"
"23237",621,"togeth"
"23240",128,"toilet"
"23242",21,"tokai"
"23243",37,"token"
"23244",81,"tokyo"
"23245",2364,"told"
"23246",39,"toledo"
"23247",23,"toler"
"23249",40,"toler"
"23250",77,"toll"
"23253",556,"tom"
"23255",116,"tomato"
"23256",52,"tomato"
"23258",48,"tomlin"
"23260",136,"tommi"
"23262",1397,"tomorrow"
"23263",34,"tomorrow"
"23265",164,"ton"
"23266",38,"tonal"
"23267",139,"tone"
"23268",32,"tonea"
"23272",30,"tongu"
"23274",173,"toni"
"23276",2568,"tonight"
"23277",30,"tonightthursdai"
"23282",34,"tonymnowtrain"
"23283",5905,"too"
"23285",1474,"took"
"23286",24,"tookin"
"23287",250,"tool"
"23290",33,"toomer"
"23291",23,"toot"
"23295",30,"tootsi"
"23296",2169,"top"
"23297",48,"topnotch"
"23298",26,"toprat"
"23299",22,"top10"
"23301",268,"topic"
"23306",37,"top"
"23309",48,"topshop"
"23310",154,"torch"
"23311",27,"tore"
"23312",41,"tori"
"23314",133,"torn"
"23316",42,"tornado"
"23317",314,"toronto"
"23318",26,"torrid"
"23319",57,"torrisimokwa"
"23321",26,"tort"
"23322",84,"tortilla"
"23323",30,"tortilla"
"23324",34,"tortoi"
"23326",142,"tortur"
"23327",39,"tortur"
"23328",25,"tortur"
"23330",111,"toss"
"23331",28,"toss"
"23332",59,"tostada"
"23333",1216,"total"
"23334",38,"totalitarian"
"23336",58,"tote"
"23337",44,"totowa"
"23338",485,"touch"
"23339",69,"touchdown"
"23344",265,"tough"
"23345",28,"toughen"
"23346",94,"tougher"
"23347",43,"toughest"
"23349",54,"tough"
"23350",718,"tour"
"23351",30,"tour"
"23352",58,"tourism"
"23353",136,"tourist"
"23354",39,"touristi"
"23355",147,"tournament"
"23356",92,"tournei"
"23357",62,"tour"
"23358",63,"tout"
"23359",67,"tow"
"23360",750,"toward"
"23361",54,"towel"
"23363",281,"tower"
"23365",775,"town"
"23366",41,"townhom"
"23369",156,"township"
"23371",27,"toxic"
"23372",27,"toxicolog"
"23375",43,"toi"
"23377",22,"toi"
"23378",23,"tpc"
"23381",21,"tra"
"23382",55,"trace"
"23385",777,"track"
"23387",48,"track"
"23388",20,"tract"
"23390",20,"traci"
"23391",863,"trade"
"23393",127,"trader"
"23394",43,"trade"
"23395",510,"tradit"
"23396",28,"tradit"
"23397",56,"tradit"
"23399",21,"tradition"
"23400",271,"traffic"
"23402",47,"tragedi"
"23405",61,"tragic"
"23406",299,"trail"
"23409",191,"trailer"
"23410",56,"trail"
"23411",891,"train"
"23412",38,"train"
"23413",57,"trainer"
"23414",96,"train"
"23416",39,"train"
"23417",44,"trait"
"23418",44,"trajectori"
"23422",34,"tranc"
"23423",106,"tranquil"
"23425",42,"transact"
"23426",49,"transact"
"23429",43,"transcend"
"23430",86,"transcend"
"23432",166,"transfer"
"23433",162,"transform"
"23436",42,"transform"
"23438",371,"transit"
"23439",70,"transit"
"23440",20,"transit"
"23441",40,"translat"
"23443",61,"transmiss"
"23444",39,"transmitt"
"23445",63,"transpar"
"23447",46,"transpir"
"23448",111,"transplant"
"23449",23,"transplant"
"23450",187,"transport"
"23451",39,"transport"
"23454",49,"trap"
"23455",25,"trap"
"23457",150,"trash"
"23459",37,"trash"
"23460",92,"trauma"
"23461",30,"traumat"
"23463",643,"travel"
"23465",44,"travelogu"
"23466",70,"travel"
"23467",50,"traver"
"23469",120,"travi"
"23472",24,"trayvon"
"23475",53,"treadmil"
"23476",48,"treadmil"
"23477",31,"treason"
"23478",52,"treasur"
"23480",38,"treasur"
"23481",20,"treasuri"
"23484",565,"treat"
"23485",25,"treat"
"23486",42,"treati"
"23487",568,"treatment"
"23488",71,"treatment"
"23490",48,"trebl"
"23491",618,"tree"
"23493",234,"tree"
"23494",54,"trek"
"23499",84,"tremend"
"23500",27,"tremont"
"23501",28,"tremper"
"23502",288,"trend"
"23503",72,"trendi"
"23504",81,"trend"
"23505",45,"trend"
"23508",52,"trent"
"23509",29,"trenton"
"23510",23,"trepid"
"23512",36,"trevor"
"23513",21,"treyarch"
"23515",4734,"tri"
"23516",38,"tristatespeedd"
"23517",55,"triag"
"23518",368,"trial"
"23519",22,"trial"
"23520",39,"triangl"
"23521",46,"triangl"
"23525",49,"tribal"
"23526",113,"tribe"
"23528",27,"tribun"
"23529",22,"tribun"
"23530",72,"tribut"
"23533",36,"trichobezoar"
"23534",36,"triciti"
"23535",262,"trick"
"23536",20,"trickortr"
"23537",32,"trickbut"
"23538",36,"tricki"
"23539",34,"trickl"
"23540",44,"tricki"
"23543",31,"tri"
"23544",31,"tri"
"23546",108,"trigger"
"23548",114,"trillion"
"23549",36,"trilog"
"23550",41,"trilogi"
"23551",100,"trim"
"23552",78,"trimbl"
"23553",24,"trim"
"23554",22,"trina"
"23556",23,"triniti"
"23557",67,"trio"
"23558",775,"trip"
"23560",91,"tripl"
"23561",38,"tripledouble17"
"23563",32,"trippin"
"23564",57,"trip"
"23565",67,"trip"
"23567",27,"triumph"
"23569",112,"trivia"
"23576",73,"troop"
"23577",97,"trooper"
"23578",30,"troop"
"23580",40,"trophi"
"23581",54,"trot"
"23582",419,"troubl"
"23583",113,"troubl"
"23584",55,"troubl"
"23585",29,"trough"
"23587",110,"trouser"
"23588",39,"trout"
"23589",40,"tru"
"23590",334,"truck"
"23591",25,"trucker"
"23592",1241,"true"
"23595",26,"trufflelik"
"23596",308,"truli"
"23598",48,"truman"
"23601",40,"trumpet"
"23602",43,"trunk"
"23603",44,"truslov"
"23604",722,"trust"
"23605",40,"trust"
"23607",41,"trust"
"23608",667,"truth"
"23609",25,"truthomet"
"23610",43,"truthomet"
"23611",99,"try"
"23612",57,"tryin"
"23614",44,"tryingtoohard"
"23615",41,"tryna"
"23616",26,"tryst"
"23617",25,"tsa"
"23621",34,"tsp"
"23622",21,"tsukamoto"
"23623",30,"tsunami"
"23624",63,"ttun"
"23627",76,"tualatin"
"23630",166,"tube"
"23632",45,"tubman"
"23633",79,"tuck"
"23634",88,"tucson"
"23636",750,"tuesdai"
"23637",47,"tuesdaysundai"
"23638",35,"tug"
"23639",36,"tugofwar"
"23640",21,"tuinei"
"23642",21,"tulan"
"23643",34,"tule"
"23645",20,"tulsa"
"23646",45,"tumbl"
"23647",21,"tumblr"
"23648",44,"tummi"
"23651",49,"tuna"
"23652",272,"tune"
"23653",62,"tune"
"23654",31,"tunefest"
"23656",45,"tungsten"
"23657",38,"tunnard"
"23659",42,"tuohi"
"23661",43,"turbin"
"23662",22,"turbo"
"23665",42,"turf"
"23668",44,"turin"
"23669",225,"turkei"
"23670",47,"turkish"
"23672",2533,"turn"
"23673",72,"turner"
"23675",81,"turnov"
"23676",69,"turnov"
"23679",58,"turnt"
"23683",48,"tustin"
"23685",78,"tux"
"23687",37,"tuxedo"
"23688",32,"tuxedo"
"23694",64,"twain"
"23695",42,"twa"
"23696",101,"tweak"
"23698",118,"tweep"
"23699",1977,"tweet"
"23700",58,"tweetag"
"23701",45,"tweetcast"
"23704",43,"tweetin"
"23706",43,"tweetmark"
"23707",101,"tweet"
"23708",39,"tweetspeak"
"23709",88,"twelv"
"23710",22,"twelveyearold"
"23711",102,"twenti"
"23712",25,"twentieth"
"23718",22,"twentysometh"
"23721",23,"twentysometh"
"23723",550,"twice"
"23724",43,"twickenham"
"23725",54,"twigga"
"23726",50,"twilight"
"23727",257,"twin"
"23730",21,"twinsburg"
"23731",22,"twir"
"23732",32,"twirl"
"23733",222,"twist"
"23736",58,"twit"
"23737",57,"twitch"
"23739",32,"twitcon"
"23740",1749,"twitter"
"23742",23,"twitterworld"
"23743",40,"twllin"
"23744",6561,"two"
"23745",45,"twominut"
"23747",37,"twostori"
"23748",57,"twoyear"
"23751",41,"twoba"
"23752",52,"twocherub"
"23759",21,"twoperson"
"23761",52,"tworun"
"23762",22,"two"
"23768",43,"twoyear"
"23769",40,"twp"
"23771",24,"txtin"
"23775",70,"tyler"
"23777",704,"type"
"23779",64,"type"
"23781",45,"typhoon"
"23782",500,"typic"
"23785",31,"tyranni"
"23786",40,"tyre"
"23787",55,"tyson"
"23788",47,"ull"
"23789",31,"uaf"
"23790",38,"uaw"
"23793",32,"ubiquit"
"23794",29,"ucf"
"23796",31,"ucla"
"23797",37,"ucla"
"23798",27,"uconn"
"23799",23,"ucsf"
"23802",42,"ugg"
"23803",21,"ugg"
"23804",223,"ugh"
"23805",166,"ugli"
"23806",25,"uglier"
"23807",40,"ugli"
"23808",71,"ugli"
"23809",90,"uhh"
"23810",24,"uhm"
"23811",22,"uid"
"23813",28,"uk"
"23814",23,"ukrain"
"23815",23,"ukrainian"
"23817",119,"ultim"
"23818",61,"ultimat"
"23819",60,"ultim"
"23820",52,"ultra"
"23823",44,"ultrium2"
"23827",31,"umd"
"23830",58,"umm"
"23831",82,"umpir"
"23832",50,"umpqua"
"23838",226,"unabl"
"23839",43,"unaccept"
"23853",37,"unattain"
"23855",57,"unawar"
"23857",52,"unbeaten"
"23859",104,"unbeliev"
"23860",58,"unbeliev"
"23863",29,"unblood"
"23865",26,"unc"
"23867",34,"uncal"
"23868",33,"uncanni"
"23869",25,"uncannili"
"23870",126,"uncertain"
"23871",51,"uncertainti"
"23874",32,"unchurch"
"23875",98,"uncl"
"23878",107,"uncomfort"
"23879",26,"uncomfort"
"23881",36,"unconscion"
"23883",29,"unconvert"
"23884",40,"uncook"
"23886",124,"uncov"
"23888",115,"undef"
"23891",23,"undemocrat"
"23893",1683,"under"
"23896",41,"underag"
"23897",60,"undercov"
"23898",47,"underestim"
"23899",41,"underestim"
"23900",160,"undergo"
"23901",31,"undergon"
"23902",119,"underground"
"23903",26,"underhand"
"23905",39,"undermin"
"23907",64,"underpaid"
"23910",24,"under"
"23911",31,"underscor"
"23913",36,"underserv"
"23917",1017,"understand"
"23918",58,"understand"
"23919",35,"understat"
"23920",61,"understood"
"23921",23,"undertak"
"23922",57,"undertak"
"23927",31,"underwai"
"23930",41,"underwrit"
"23934",46,"undisclo"
"23935",36,"undissolv"
"23936",32,"undo"
"23937",43,"undoubt"
"23942",36,"uneasi"
"23944",247,"unemploi"
"23945",22,"uneven"
"23946",154,"unexpect"
"23949",23,"unexplain"
"23951",175,"unfair"
"23952",27,"unfaith"
"23953",35,"unfamiliar"
"23957",26,"unfinish"
"23958",34,"unfold"
"23959",67,"unfollow"
"23961",30,"unforgett"
"23962",167,"unfortun"
"23963",196,"unfortun"
"23966",89,"ungod"
"23967",36,"unhappi"
"23969",43,"unhealthi"
"23974",43,"unicorn"
"23976",88,"uniform"
"23981",31,"unimport"
"23982",24,"unimpress"
"23985",27,"uninsur"
"23986",71,"unintend"
"23989",453,"union"
"23990",40,"union"
"23991",166,"uniqu"
"23992",29,"uniqu"
"23994",311,"unit"
"23995",541,"unit"
"23996",43,"unit"
"23998",55,"unit"
"24000",42,"univ"
"24001",1489,"univ"
"24002",168,"univers"
"24003",109,"univers"
"24004",28,"universitynewark"
"24007",106,"unknown"
"24008",28,"unlaw"
"24009",78,"unleash"
"24010",443,"unless"
"24011",162,"unlik"
"24012",26,"unlik"
"24014",62,"unlimit"
"24015",22,"unlimit"
"24018",70,"unlock"
"24019",58,"unlov"
"24020",30,"unmark"
"24022",39,"unmatch"
"24025",35,"unnecessari"
"24026",35,"unnecessarili"
"24027",42,"unnecessari"
"24030",102,"unnot"
"24034",28,"unpack"
"24035",26,"unpaid"
"24037",83,"unplea"
"24038",27,"unpolish"
"24039",42,"unpopular"
"24040",32,"unprec"
"24041",87,"unpredict"
"24043",47,"unprofess"
"24044",30,"unprofit"
"24045",21,"unpublish"
"24046",23,"unquest"
"24049",33,"unread"
"24051",32,"unreal"
"24052",29,"unrealist"
"24053",30,"unreason"
"24056",47,"unrel"
"24057",45,"unrel"
"24059",43,"unresolv"
"24060",21,"unrev"
"24061",29,"unruli"
"24062",22,"unsaf"
"24065",29,"unscent"
"24066",21,"unseem"
"24069",57,"unsign"
"24070",25,"unsolv"
"24078",26,"unstopp"
"24081",30,"unsweeten"
"24082",43,"unten"
"24083",20,"unten"
"24085",45,"unti"
"24086",31,"unti"
"24087",2244,"until"
"24089",71,"unto"
"24091",33,"untouch"
"24096",21,"unu"
"24097",107,"unusu"
"24099",58,"unveil"
"24103",28,"unwind"
"24104",77,"unwit"
"24105",38,"unworthi"
"24107",23,"up"
"24109",37,"upbeat"
"24111",103,"upcom"
"24112",36,"upcom"
"24113",396,"updat"
"24114",154,"updat"
"24115",86,"updat"
"24116",48,"updo"
"24118",113,"upgrad"
"24122",62,"uplift"
"24124",128,"upload"
"24125",33,"upload"
"24126",33,"upload"
"24127",733,"upon"
"24129",76,"upper"
"24133",30,"upscal"
"24134",152,"upset"
"24135",66,"upshaw"
"24136",71,"upsid"
"24137",102,"upsid"
"24139",75,"upstair"
"24142",25,"upstream"
"24143",41,"uptempo"
"24146",41,"uptown"
"24147",254,"urban"
"24151",252,"urg"
"24153",24,"urgenc"
"24154",30,"urg"
"24155",48,"urin"
"24163",218,"usa"
"24166",52,"usb"
"24167",34,"usc"
"24169",41,"usdaapprov"
"24170",7124,"us"
"24173",34,"us"
"24174",51,"used"
"24176",35,"us"
"24177",86,"useless"
"24179",195,"user"
"24182",120,"user"
"24183",40,"us"
"24185",53,"usher"
"24190",850,"usual"
"24191",33,"usual"
"24193",140,"utah"
"24197",90,"util"
"24198",21,"util"
"24199",54,"utopia"
"24201",27,"utt"
"24202",72,"utter"
"24209",59,"vabletron"
"24210",28,"vacanc"
"24211",76,"vacant"
"24212",241,"vacat"
"24213",94,"vacat"
"24215",84,"vaccin"
"24218",65,"vacuum"
"24219",23,"vagin"
"24220",87,"vagina"
"24221",22,"vagu"
"24222",35,"vagu"
"24224",31,"vaidhaynathan"
"24226",69,"vain"
"24227",57,"valdez"
"24229",391,"valentin"
"24232",20,"valiant"
"24233",47,"valid"
"24236",416,"vallei"
"24237",22,"vallei"
"24238",21,"valli"
"24239",21,"valor"
"24241",398,"valu"
"24242",82,"valuabl"
"24244",72,"valu"
"24245",131,"valu"
"24249",259,"vampir"
"24250",27,"vampir"
"24252",195,"van"
"24253",21,"vancouv"
"24254",47,"vancouv"
"24258",34,"vanderdo"
"24260",142,"vanilla"
"24262",39,"vanwasshenova"
"24263",113,"varejao"
"24264",113,"vari"
"24268",45,"variant"
"24269",44,"variat"
"24271",23,"vari"
"24272",326,"varieti"
"24274",384,"variou"
"24275",51,"varsiti"
"24276",27,"vari"
"24277",27,"va"
"24278",31,"vasicek"
"24280",58,"vast"
"24285",26,"vavi"
"24289",40,"veer"
"24290",307,"vega"
"24292",218,"veget"
"24294",72,"veget"
"24295",79,"vegetarian"
"24297",125,"veggi"
"24300",358,"vehicl"
"24301",55,"vehicl"
"24303",128,"veil"
"24304",29,"vein"
"24306",43,"velcro"
"24308",104,"velvet"
"24309",69,"vend"
"24311",140,"vendor"
"24312",26,"vendor"
"24313",20,"veneer"
"24319",26,"venizelo"
"24320",36,"vensel"
"24322",86,"ventur"
"24323",98,"ventura"
"24324",39,"ventur"
"24325",40,"venu"
"24326",48,"venu"
"24327",57,"venue"
"24329",22,"vera"
"24331",60,"verbal"
"24334",117,"verd"
"24335",46,"verd"
"24336",47,"verdict"
"24337",70,"vere"
"24338",22,"verg"
"24340",4963,"veri"
"24341",68,"verifi"
"24342",42,"verifi"
"24343",58,"verizon"
"24350",23,"vernon"
"24352",31,"veronica"
"24353",50,"veroniqu"
"24354",101,"ver"
"24356",49,"versail"
"24357",35,"versatil"
"24358",39,"versatil"
"24359",35,"vers"
"24360",498,"version"
"24362",42,"version"
"24363",32,"versu"
"24364",36,"vertebra"
"24367",118,"veri"
"24368",108,"vessel"
"24369",66,"vest"
"24371",75,"vet"
"24372",325,"veteran"
"24376",57,"veto"
"24377",21,"vetrenarian"
"24378",28,"vez"
"24379",39,"vh"
"24380",501,"via"
"24382",38,"viabil"
"24383",41,"viabl"
"24387",210,"vibe"
"24388",30,"vibea"
"24389",81,"vibrant"
"24391",35,"vibrat"
"24394",60,"vic"
"24395",186,"vice"
"24396",32,"vicin"
"24397",22,"vicin"
"24398",25,"viciou"
"24399",21,"vicksburg"
"24400",264,"victim"
"24401",75,"victim"
"24402",37,"victoir"
"24403",25,"victor"
"24404",506,"victori"
"24405",94,"victoria"
"24406",100,"victorian"
"24407",41,"victori"
"24408",50,"victori"
"24409",34,"vid"
"24410",69,"vidal"
"24411",1148,"video"
"24413",149,"video"
"24414",23,"videotap"
"24416",62,"vid"
"24417",45,"viejo"
"24419",40,"vietnam"
"24420",24,"vietnam"
"24421",691,"view"
"24422",62,"viewer"
"24423",24,"view"
"24430",78,"vigor"
"24432",27,"viii"
"24433",56,"vijai"
"24435",88,"vike"
"24437",25,"vile"
"24438",80,"villa"
"24439",247,"villag"
"24440",69,"villag"
"24443",25,"villanueva"
"24444",34,"villaraigosa"
"24445",31,"villaruel"
"24449",25,"vinc"
"24450",149,"vincent"
"24452",31,"vinci"
"24453",46,"vindic"
"24454",34,"vindict"
"24456",38,"vinegar"
"24458",53,"vinni"
"24459",42,"vinni"
"24461",120,"vintag"
"24462",29,"vintag"
"24463",35,"vinyl"
"24465",91,"violat"
"24466",40,"violat"
"24467",22,"violat"
"24468",207,"violenc"
"24469",76,"violenc"
"24470",86,"violent"
"24471",122,"violet"
"24473",48,"violin"
"24474",119,"vip"
"24482",306,"virginia"
"24485",51,"virolog"
"24487",37,"virostek"
"24488",33,"virtu"
"24489",140,"virtual"
"24490",32,"virtuoso"
"24491",119,"viru"
"24492",61,"virut"
"24494",23,"visa"
"24495",43,"viscer"
"24497",66,"visibl"
"24498",65,"visibl"
"24499",360,"vision"
"24502",1423,"visit"
"24505",166,"visitor"
"24506",23,"visitor"
"24509",224,"visual"
"24510",22,"vit"
"24511",41,"vita"
"24512",65,"vital"
"24513",46,"vitamin"
"24519",40,"viva"
"24524",41,"vivian"
"24526",49,"vladimir"
"24531",35,"vocabularyspel"
"24533",104,"vocal"
"24538",26,"vod"
"24541",27,"vogu"
"24542",21,"vogu"
"24543",453,"voic"
"24544",191,"voic"
"24545",22,"voic"
"24547",73,"voic"
"24548",35,"void"
"24550",83,"vol"
"24551",24,"volatil"
"24552",25,"volatil"
"24553",38,"volcano"
"24554",48,"volcano"
"24555",29,"volpp"
"24556",52,"vol"
"24557",146,"volum"
"24559",35,"volum"
"24560",232,"volunt"
"24561",41,"voluntari"
"24562",26,"volunt"
"24563",61,"volunt"
"24564",107,"von"
"24567",31,"vot"
"24568",1049,"vote"
"24570",254,"voter"
"24571",100,"voter"
"24574",36,"vow"
"24578",49,"voyag"
"24579",27,"vpd"
"24580",20,"vri"
"24584",101,"vulner"
"24585",48,"vulner"
"24586",41,"vultur"
"24588",59,"wa"
"24596",54,"wrome"
"24598",37,"wthe"
"24602",44,"wweb"
"24603",37,"waaaaanaaaaa"
"24606",20,"wachtmann"
"24607",39,"wacka"
"24609",25,"wacki"
"24610",41,"waddel"
"24611",60,"waddl"
"24612",96,"wade"
"24616",35,"waffl"
"24619",135,"wage"
"24621",56,"wagner"
"24624",143,"wai"
"24626",31,"waist"
"24627",2964,"wait"
"24629",91,"wait"
"24631",28,"waiver"
"24632",631,"wake"
"24634",63,"wal"
"24635",44,"walczak"
"24639",35,"waldrop"
"24642",1686,"walk"
"24644",328,"walker"
"24645",53,"walkin"
"24646",110,"walk"
"24647",23,"walkman"
"24649",27,"walk"
"24650",62,"walkthrough"
"24651",600,"wall"
"24652",154,"wallac"
"24653",43,"wallac"
