"line","frequency","term","prediction"
"114488",50,"some","pant"
"114489",34,"some","parent"
"114490",32,"some","part"
"114492",56,"some","peep"
"114493",84,"some","peopl"
"114494",60,"some","pepto"
"114495",32,"some","percept"
"114496",64,"some","person"
"114498",43,"some","pictur"
"114501",45,"some","plagu"
"114502",40,"some","pleasur"
"114503",149,"some","point"
"114507",41,"some","pretti"
"114509",22,"some","qualiti"
"114511",37,"some","quick"
"114512",59,"some","quiet"
"114514",34,"some","rang"
"114516",28,"some","realli"
"114517",41,"some","reason"
"114520",22,"some","relief"
"114521",24,"some","research"
"114522",44,"some","respect"
"114525",39,"some","review"
"114526",33,"some","risk"
"114528",52,"some","sad"
"114530",35,"some","scrambleworthi"
"114531",23,"some","secondhand"
"114535",27,"some","sen"
"114536",110,"some","seriou"
"114543",63,"some","simpl"
"114545",66,"some","skill"
"114546",96,"some","sleep"
"114550",31,"some","snapshot"
"114552",39,"some","sort"
"114553",34,"some","soulsearch"
"114556",48,"some","specimen"
"114557",33,"some","spruce"
"114560",59,"some","stop"
"114561",21,"some","strateg"
"114563",37,"some","stuff"
"114570",58,"some","team"
"114571",56,"some","teamster"
"114572",23,"some","textil"
"114573",24,"some","text"
"114574",43,"some","the"
"114575",62,"some","thing"
"114576",38,"some","thing"
"114577",104,"some","time"
"114579",24,"some","transmiss"
"114584",45,"some","twitter"
"114585",26,"some","unfinish"
"114586",20,"some","unpublish"
"114587",62,"some","ur"
"114589",60,"some","veri"
"114590",89,"some","veteran"
"114595",50,"some","wai"
"114597",62,"some","where"
"114598",59,"some","whistl"
"114599",38,"some","who"
"114603",24,"some","women"
"114604",43,"some","wonder"
"114607",39,"some","year"
"114608",45,"some","yoga"
"114610",39,"some","younger"
"114613",54,"somebodi","el"
"114616",28,"somebodi","had"
"114617",39,"somebodi","in"
"114618",45,"somebodi","i"
"114619",39,"somebodi","just"
"114620",31,"somebodi","kick"
"114621",64,"somebodi","must"
"114622",44,"somebodi","que"
"114624",42,"somebodi","who"
"114625",40,"somedai","be"
"114626",27,"somedai","have"
"114631",38,"somehow","demean"
"114633",42,"somehow","each"
"114635",21,"somehow","give"
"114638",91,"somehow","my"
"114642",37,"someon","a"
"114643",51,"someon","again"
"114644",44,"someon","and"
"114645",50,"someon","ask"
"114646",62,"someon","ass"
"114654",38,"someon","darl"
"114655",27,"someon","dai"
"114656",62,"someon","el"
"114658",30,"someon","faith"
"114660",64,"someon","friend"
"114661",31,"someon","from"
"114663",37,"someon","had"
"114664",90,"someon","ha"
"114665",63,"someon","have"
"114669",94,"someon","i"
"114670",47,"someon","judg"
"114671",26,"someon","kill"
"114674",25,"someon","let"
"114675",84,"someon","like"
"114676",21,"someon","might"
"114680",53,"someon","new"
"114686",58,"someon","over"
"114689",30,"someon","save"
"114691",42,"someon","shot"
"114692",57,"someon","should"
"114693",27,"someon","shout"
"114695",44,"someon","the"
"114696",49,"someon","to"
"114697",98,"someon","told"
"114700",57,"someon","u"
"114704",299,"someon","who"
"114709",20,"someon","with"
"114710",57,"someon","would"
"114711",46,"someon","you"
"114712",32,"someon","your"
"114715",29,"someone","vein"
"114719",28,"someth","a"
"114720",80,"someth","about"
"114722",36,"someth","amaz"
"114723",50,"someth","and"
"114724",42,"someth","a"
"114727",32,"someth","call"
"114730",36,"someth","complet"
"114735",69,"someth","el"
"114738",34,"someth","extra"
"114740",40,"someth","flatter"
"114741",77,"someth","for"
"114742",28,"someth","from"
"114743",64,"someth","fun"
"114744",35,"someth","funer"
"114747",31,"someth","goe"
"114748",71,"someth","good"
"114749",38,"someth","great"
"114751",25,"someth","greiten"
"114752",83,"someth","happen"
"114753",22,"someth","ha"
"114756",84,"someth","i"
"114758",39,"someth","id"
"114759",58,"someth","in"
"114760",75,"someth","i"
"114763",22,"someth","kid"
"114764",56,"someth","last"
"114765",23,"someth","less"
"114766",140,"someth","like"
"114767",54,"someth","mind"
"114770",61,"someth","need"
"114771",33,"someth","new"
"114774",111,"someth","of"
"114775",30,"someth","off"
"114777",52,"someth","on"
"114778",41,"someth","or"
"114779",34,"someth","origin"
"114780",27,"someth","other"
"114782",36,"someth","pass"
"114783",36,"someth","perfect"
"114784",23,"someth","pink"
"114786",56,"someth","should"
"114788",38,"someth","small"
"114789",39,"someth","so"
"114792",34,"someth","stir"
"114795",25,"someth","tammani"
"114798",252,"someth","that"
"114799",24,"someth","the"
"114803",179,"someth","to"
"114804",61,"someth","togeth"
"114805",26,"someth","tradit"
"114809",23,"someth","vogu"
"114810",40,"someth","we"
"114812",28,"someth","which"
"114813",53,"someth","will"
"114816",99,"someth","wrong"
"114817",41,"someth","you"
"114818",45,"somethin","get"
"114822",56,"someth","a"
"114827",21,"someth","i"
"114833",21,"somethingi","dont"
"114834",56,"sometim","build"
"114836",23,"sometim","do"
"114838",24,"sometim","feel"
"114839",32,"sometim","find"
"114840",50,"sometim","for"
"114842",35,"sometim","hear"
"114844",422,"sometim","i"
"114846",36,"sometim","ill"
"114847",40,"sometim","in"
"114849",89,"sometim","it"
"114850",39,"sometim","it"
"114852",32,"sometim","my"
"114854",31,"sometim","on"
"114857",31,"sometim","our"
"114858",39,"sometim","repr"
"114862",31,"sometim","so"
"114866",87,"sometim","the"
"114867",79,"sometim","thei"
"114870",46,"sometim","to"
"114872",22,"sometim","we"
"114873",34,"sometim","wer"
"114875",53,"sometim","with"
"114876",49,"sometim","year"
"114877",53,"sometim","you"
"114878",50,"sometim","veri"
"114879",25,"sometim","even"
"114881",33,"sometim","oh"
"114883",43,"sometim","when"
"114884",58,"sometim","you"
"114885",27,"sometimesespeci","in"
"114886",28,"somewhat","akin"
"114887",39,"somewhat","american"
"114889",29,"somewhat","causal"
"114892",35,"somewhat","hollow"
"114893",39,"somewhat","ignor"
"114896",41,"somewhat","of"
"114898",48,"somewhat","perver"
"114899",33,"somewhat","presumptu"
"114901",24,"somewhat","shelter"
"114904",25,"somewhathigh","dose"
"114906",43,"somewh","along"
"114907",37,"somewh","and"
"114912",50,"somewh","on"
"114914",29,"somewh","outsid"
"114917",20,"somewher","simmon"
"114918",47,"somewher","that"
"114919",34,"somewher","the"
"114921",33,"somm","pour"
"114923",134,"son","and"
"114926",22,"son","austin"
"114931",25,"son","call"
"114934",38,"son","dopest"
"114935",38,"son","found"
"114939",43,"son","i"
"114942",68,"son","of"
"114943",29,"son","on"
"114944",44,"son","rj"
"114945",27,"son","said"
"114946",32,"son","sinc"
"114949",33,"son","usual"
"114950",25,"son","vinc"
"114959",35,"song",""
"114960",23,"song","bob"
"114961",60,"song","and"
"114962",64,"song","at"
"114963",29,"song","befor"
"114965",46,"song","by"
"114966",73,"song","cycl"
"114967",31,"song","digit"
"114968",30,"song","from"
"114970",41,"song","he"
"114971",21,"song","heheh"
"114973",101,"song","in"
"114975",23,"song","i"
"114978",67,"song","of"
"114985",41,"song","tenth"
"114986",68,"song","that"
"114987",31,"song","the"
"114990",39,"song","toast"
"114996",26,"song","he"
"115000",23,"song","that"
"115005",34,"soni","a"
"115006",44,"soni","ait4"
"115007",44,"soni","ait4"
"115008",25,"soni","and"
"115011",44,"soni","sdx4200c"
"115013",44,"sonia","claim"
"115014",24,"sonic","todai"
"115015",40,"soninlaw","robert"
"115021",40,"son","donald"
"115022",26,"son","mark"
"115023",28,"son","markel"
"115026",65,"soo","sad"
"115028",28,"soon","more"
"115031",39,"soon","a"
"115033",31,"soon","about"
"115034",61,"soon","after"
"115036",59,"soon","also"
"115038",33,"soon","appear"
"115039",173,"soon","a"
"115040",49,"soon","be"
"115042",67,"soon","but"
"115044",57,"soon","employ"
"115047",73,"soon","for"
"115051",50,"soon","i"
"115053",39,"soon","it"
"115054",43,"soon","joei"
"115058",21,"soon","move"
"115063",27,"soon","the"
"115064",26,"soon","there"
"115065",22,"soon","there"
"115067",31,"soon","what"
"115068",27,"sooner","than"
"115076",30,"soopa","i"
"115080",32,"soph","year"
"115081",37,"sophi","ha"
"115085",37,"sophi","who"
"115087",49,"sophist","of"
"115088",35,"sophist","my"
"115091",44,"sophomor","aundrei"
"115092",26,"sophomor","outfield"
"115104",32,"sore","right"
"115105",45,"sore","throat"
"115110",21,"sorri","didnt"
"115111",96,"sorri","everyon"
"115112",187,"sorri","for"
"115113",40,"sorri","girl"
"115114",40,"sorri","got"
"115115",125,"sorri","i"
"115119",78,"sorri","to"
"115120",33,"sorri","unread"
"115121",55,"sorri","we"
"115122",59,"sorrow","in"
"115123",41,"sorrow","of"
"115124",32,"sorri","but"
"115127",32,"sort","into"
"115130",446,"sort","of"
"115131",37,"sort","out"
"115132",141,"sort","through"
"115133",59,"sorta","and"
"115135",24,"sort","a"
"115137",23,"sorum","plai"
"115138",32,"sorvino","doe"
"115140",30,"soto","keeper"
"115141",30,"soto","of"
"115142",38,"soto","tie"
"115144",31,"sought","help"
"115145",84,"sought","out"
"115147",36,"sought","to"
"115149",33,"sought","would"
"115151",100,"soul","and"
"115157",42,"soul","right"
"115158",23,"soul","singer"
"115160",51,"soul","to"
"115161",43,"soul","too"
"115164",38,"soul","matur"
"115165",33,"soulmat","and"
"115166",34,"soulsearch","some"
"115167",42,"sound","a"
"115168",43,"sound","accompani"
"115170",38,"sound","and"
"115173",34,"sound","corni"
"115175",29,"sound","demonstr"
"115177",46,"sound","disgust"
"115179",34,"sound","eerili"
"115180",33,"sound","effect"
"115183",77,"sound","good"
"115184",32,"sound","goodÓ"
"115185",28,"sound","great"
"115188",36,"sound","i"
"115189",23,"sound","just"
"115190",298,"sound","like"
"115192",63,"sound","more"
"115194",65,"sound","of"
"115195",26,"sound","off"
"115196",30,"sound","old"
"115197",27,"sound","pretti"
"115198",33,"sound","reason"
"115199",25,"sound","right"
"115200",35,"sound","scientif"
"115202",33,"sound","slight"
"115204",62,"sound","so"
"115205",29,"sound","strang"
"115206",27,"sound","that"
"115207",22,"sound","volum"
"115210",36,"soundboard","which"
"115212",31,"sound","thei"
"115214",56,"soundtrack","get"
"115215",24,"soundtrack","label"
"115218",48,"soup","and"
"115219",27,"soup","come"
"115221",33,"soup","from"
"115222",21,"soup","wa"
"115223",66,"soup","where"
"115225",44,"soup","white"
"115226",27,"soup","with"
"115229",33,"sour","and"
"115234",35,"sour","jack"
"115236",31,"sour","nose"
"115237",31,"sour","up"
"115243",72,"sourc","i"
"115245",214,"sourc","of"
"115247",21,"sourc","sai"
"115248",24,"sourc","shift"
"115251",23,"sourc","with"
"115253",28,"sourc","item"
"115254",20,"sourc","the"
"115255",21,"sou","chef"
"115257",245,"south","africa"
"115258",29,"south","african"
"115259",28,"south","alabama"
"115261",43,"south","america"
"115266",51,"south","broadwai"
"115267",231,"south","carolina"
"115268",41,"south","dakota"
"115270",41,"south","euclid"
"115271",41,"south","euclidlyndhurst"
"115273",28,"south","fairview"
"115275",28,"south","i"
"115276",37,"south","jersei"
"115277",35,"south","korea"
"115278",30,"south","laurel"
"115283",190,"south","of"
"115286",26,"south","pacif"
"115290",31,"south","shore"
"115292",36,"south","st"
"115297",37,"south","would"
"115299",24,"southampton","come"
"115300",22,"southbai","swag"
"115302",47,"southeast","12th"
"115303",74,"southeast","asia"
"115304",20,"southeast","colorado"
"115305",35,"southeast","hawthorn"
"115307",32,"southeastern","minnesota"
"115310",25,"southern","500"
"115311",23,"southern","bridal"
"115314",38,"southern","man"
"115318",39,"southern","specialti"
"115319",25,"southern","thailand"
"115320",20,"southern","theatric"
"115321",35,"southern","univ"
"115323",28,"southward","and"
"115326",38,"southwest","and"
"115329",44,"souvenir","came"
"115330",36,"souvenir","from"
"115331",31,"sovereign",""
"115335",22,"soviet","union"
"115336",47,"sower","wa"
"115340",34,"sox","over"
"115342",33,"sox","ticket"
"115346",21,"soze","i"
"115347",25,"sp","humid"
"115348",57,"sp","to"
"115349",40,"spa","riviera"
"115351",43,"space","a"
"115352",39,"space","agenc"
"115355",25,"space","both"
"115358",145,"space","for"
"115359",35,"space","i"
"115362",20,"space","i"
"115365",25,"space","mean"
"115366",52,"space","mountain"
"115368",31,"space","next"
"115369",30,"space","not"
"115375",23,"space","that"
"115376",32,"space","the"
"115381",39,"space","when"
"115382",36,"space","with"
"115383",38,"spacebar","not"
"115389",32,"spain","america"
"115390",35,"spain","and"
"115392",38,"spain","for"
"115395",35,"spain","or"
"115397",51,"spain","visit"
"115399",44,"spald","but"
"115400",28,"spam","by"
"115402",45,"spam","too"
"115403",55,"spam","twitter"
"115407",26,"spangler","said"
"115410",42,"spanish","dish"
"115412",61,"spanish","onez"
"115414",24,"spanish","purcha"
"115416",81,"spanish","speak"
"115417",34,"spare","grog"
"115418",46,"spare","the"
"115421",41,"spark","critic"
"115422",32,"spark","curio"
"115423",23,"spark","evacu"
"115425",22,"spark","multipl"
"115430",20,"sparklewren","i"
"115431",37,"spark","earn"
"115432",25,"spar","island"
"115435",52,"spartensburg","sc"
"115436",23,"spasm","godbout"
"115437",34,"spatenfranziskanerbr„u","franziskan"
"115439",22,"spatula","have"
"115440",22,"spatula","see"
"115441",22,"spatula","then"
"115442",22,"spatula","to"
"115443",26,"spawn","a"
"115446",25,"spai","and"
"115447",25,"spayneut","and"
"115448",25,"spca","offer"
"115449",37,"spdp","and"
"115453",39,"speak","at"
"115454",46,"speak","beauti"
"115457",20,"speak","fell"
"115458",75,"speak","for"
"115460",32,"speak","gener"
"115461",81,"speak","hacker"
"115462",42,"speak","he"
"115465",32,"speak","in"
"115466",58,"speak","it"
"115467",40,"speak","no"
"115468",94,"speak","of"
"115471",42,"speak","out"
"115476",42,"speak","sound"
"115477",72,"speak","to"
"115478",22,"speak","up"
"115480",39,"speak","we"
"115481",20,"speak","with"
"115483",45,"speaker","can"
"115485",27,"speaker","michael"
"115486",40,"speaker","minni"
"115488",34,"speaker","now"
"115489",26,"speaker","of"
"115490",26,"speaker","wa"
"115492",56,"speak","sometim"
"115493",21,"speak","the"
"115495",21,"speci","ar"
"115497",40,"speci","by"
"115498",21,"speci","center"
"115501",58,"speci","op"
"115504",33,"special","also"
"115506",25,"special","badg"
"115508",29,"special","brine"
"115510",24,"special","christma"
"115513",40,"special","deal"
"115516",28,"special","elect"
"115521",37,"special","forc"
"115522",32,"special","fox"
"115523",42,"special","free"
"115524",26,"special","friend"
"115532",26,"special","mention"
"115536",30,"special","olymp"
"115540",36,"special","place"
"115543",28,"special","sauc"
"115544",44,"special","servic"
"115545",44,"special","servic"
"115547",42,"special","soul"
"115548",36,"special","souvenir"
"115552",48,"special","thank"
"115554",33,"special","tint"
"115557",34,"special","treat"
"115560",31,"special","program"
"115561",31,"speciali","in"
"115563",38,"specialist","point"
"115566",45,"special","might"
"115567",39,"specialti","ar"
"115574",44,"specif","slpeep"
"115577",20,"specif","between"
"115582",32,"specif","mention"
"115584",24,"specif","of"
"115585",34,"specif","on"
"115586",34,"specif","requir"
"115595",36,"specif","the"
"115596",21,"specif","we"
"115598",48,"specimen","and"
"115599",53,"spectacl","tonight"
"115601",20,"spectat","had"
"115603",43,"spectat","not"
"115604",36,"spectat","though"
"115608",58,"spectrum","free"
"115610",20,"spectrum","i"
"115613",39,"specul","about"
"115615",42,"specul","ha"
"115617",31,"specul","medit"
"115618",48,"specul","that"
"115622",36,"speech","and"
"115626",51,"speech","last"
"115627",44,"speech","omallei"
"115630",27,"speech","the"
"115633",58,"speech","within"
"115636",33,"speed","allow"
"115638",38,"speed","date"
"115639",25,"speed","dial"
"115644",31,"speed","snatch"
"115646",45,"speed","that"
"115648",26,"speed","to"
"115655",28,"speedomet","todai"
"115660",49,"spell","elit"
"115661",24,"spell","gloom"
"115665",31,"spell","of"
"115667",42,"spell",""
"115670",31,"speller","unti"
"115671",57,"spencer","and"
"115673",29,"spend","7"
"115674",22,"spend","10"
"115675",166,"spend","a"
"115677",25,"spend","all"
"115680",32,"spend","anoth"
"115681",42,"spend","at"
"115683",34,"spend","cut"
"115685",33,"spend","her"
"115686",30,"spend","hi"
"115687",21,"spend","hour"
"115688",111,"spend","it"
"115692",69,"spend","on"
"115693",42,"spend","onc"
"115696",34,"spend","preciou"
"115697",28,"spend","rose"
"115698",34,"spend","sinc"
"115699",29,"spend","so"
"115702",23,"spend","that"
"115703",160,"spend","the"
"115704",45,"spend","time"
"115707",29,"spend","were"
"115716",105,"spent","a"
"115717",45,"spent","about"
"115718",35,"spent","all"
"115719",24,"spent","almost"
"115722",36,"spent","enough"
"115724",31,"spent","hi"
"115731",34,"spent","more"
"115735",31,"spent","on"
"115736",34,"spent","rough"
"115737",41,"spent","six"
"115739",49,"spent","some"
"115740",240,"spent","the"
"115742",41,"spent","time"
"115743",37,"spent","two"
"115748",24,"spheric","object"
"115749",35,"spi","and"
"115752",25,"spica","glitter"
"115754",33,"spice","i"
"115760",30,"spiceyi","whatev"
"115765",34,"spider","and"
"115766",32,"spider","come"
"115767",32,"spider","dead"
"115768",32,"spider","let"
"115773",34,"spi","and"
"115774",37,"spielberg","return"
"115775",20,"spielberg","turn"
"115776",20,"spielberg","wa"
"115778",50,"spike","a"
"115780",47,"spike","in"
"115781",21,"spike","lol"
"115782",29,"spike","on"
"115784",29,"spike","wa"
"115785",29,"spike","first"
"115786",57,"spil","with"
"115787",57,"spill","crude"
"115788",30,"spill","instead"
"115789",38,"spill","oj"
"115791",22,"spill","over"
"115793",24,"spill","the"
"115795",34,"spin","after"
"115798",21,"spin","doff"
"115799",52,"spin","i"
"115804",31,"spin","peach"
"115806",30,"spinach","to"
"115807",35,"spinach","would"
"115809",20,"spine","for"
"115812",20,"spiral","team"
"115815",38,"spirit","a"
"115816",20,"spirit",""
"115817",51,"spirit","and"
"115819",36,"spirit","did"
"115820",45,"spirit","doesnt"
"115821",45,"spirit","fill"
"115823",26,"spirit","in"
"115824",38,"spirit","innoc"
"115826",42,"spirit","of"
"115828",31,"spirit","produc"
"115830",20,"spirit","such"
"115831",26,"spirit","that"
"115833",38,"spirit","treasur"
"115835",20,"spirit","while"
"115837",38,"spirit","woodland"
"115839",37,"spiritu","home"
"115846",45,"spiritu","than"
"115847",20,"spiritu","topic"
"115849",23,"spiritualphi","bodi"
"115850",30,"spiritu","while"
"115852",23,"spit","out"
"115854",34,"spite","of"
"115856",23,"spitz","said"
"115857",40,"spitzer","closest"
"115858",40,"spitzer","in"
"115859",29,"spivak","roundtabl"
"115860",47,"spl","he"
"115864",37,"splash","the"
"115871",23,"split","aloha"
"115872",35,"split","around"
"115873",36,"split","but"
"115875",22,"split","her"
"115877",44,"split","pea"
"115880",39,"split","will"
"115882",37,"spm","recogn"
"115883",39,"spock","realli"
"115884",58,"spoil","anyon"
"115886",39,"spoil","by"
"115888",54,"spoil","the"
"115892",45,"spoiler","for"
"115893",38,"spoiler","it"
"115897",32,"spoke","at"
"115898",36,"spoke","carefulli"
"115899",29,"spoke","last"
"115901",54,"spoke","of"
"115902",43,"spoke","on"
"115903",20,"spoke","to"
"115905",42,"spoke","with"
"115906",31,"spoken","about"
"115907",44,"spoken","out"
"115909",52,"spoken","to"
"115910",23,"spoken","with"
"115911",20,"spokesman","anthoni"
"115913",32,"spokesman","david"
"115914",105,"spokesman","for"
"115916",25,"spokesman","kawika"
"115918",34,"spokesman","lt"
"115919",23,"spokesman","michael"
"115921",49,"spokesman","phil"
"115923",98,"spokesman","said"
"115928",34,"spokeswoman","for"
"115930",27,"spokeswoman","raquel"
"115934",73,"spongebob","i"
"115938",154,"sponsor","by"
"115939",43,"sponsor","famili"
"115941",31,"sponsor","of"
"115944",42,"sponsor","we"
"115951",25,"sport","ll"
"115953",34,"sport","at"
"115954",43,"sport","book"
"115958",32,"sport","complex"
"115961",41,"sport","execut"
"115962",33,"sport","field"
"115963",27,"sport","fikil"
"115966",44,"sport","he"
"115967",71,"sport","hub"
"115968",38,"sport","luminari"
"115970",55,"sport","medicin"
"115971",31,"sport","medicin"
"115974",35,"sport","or"
"115978",27,"sport","that"
"115979",30,"sport","the"
"115982",32,"sport","especi"
"115984",46,"sport","updat"
"115986",25,"sportswrit","who"
"115988",76,"spot","and"
"115990",37,"spot","beauti"
"115991",43,"spot","book"
"115992",43,"spot","by"
"115993",79,"spot","for"
"115994",45,"spot","he"
"115995",63,"spot","in"
"115996",36,"spot","i"
"115997",25,"spot","of"
"115999",33,"spot","on"
"116005",47,"spot","that"
"116006",24,"spot","the"
"116007",132,"spot","thediff"
"116009",98,"spot","to"
"116010",38,"spot","tonight"
"116012",22,"spot","wa"
"116014",62,"spot","where"
"116015",54,"spotifi","person"
"116016",33,"spotless","and"
"116017",46,"spotless","befor"
"116019",34,"spotlight","both"
"116020",35,"spotlight","like"
"116024",31,"spou","a"
"116030",21,"sprain","and"
"116034",23,"sprai","the"
"116035",27,"sprai","with"
"116036",43,"spread","across"
"116037",71,"spread","and"
"116039",22,"spread","even"
"116040",43,"spread","it"
"116046",146,"spread","the"
"116047",25,"spread","their"
"116049",32,"spread","to"
"116052",21,"spree","bain"
"116054",26,"spree","wa"
"116056",31,"spring","2011"
"116057",34,"spring","2012"
"116059",71,"spring","and"
"116061",165,"spring","break"
"116062",43,"spring","but"
"116063",44,"spring","camp"
"116064",32,"spring","chinook"
"116070",50,"spring","fling"
"116072",41,"spring","here"
"116076",49,"spring","i"
"116078",21,"spring","lift"
"116079",25,"spring","lmaaaao"
"116082",27,"spring","onion"
"116093",24,"spring","would"
"116095",40,"springbreak","bitch"
"116096",32,"springer","with"
"116097",42,"springfield","all"
"116100",26,"spring","and"
"116102",41,"springsteen","and"
"116104",41,"springsteen","even"
"116106",31,"springsteen","often"
"116107",31,"springsteen","bodi"
"116110",31,"sprinkl","the"
"116111",34,"sprinkl","with"
"116113",33,"spritz","with"
"116115",55,"spruce","up"
"116116",48,"spun","around"
"116118",48,"spur","from"
"116119",23,"spurr","d"
"116120",58,"spurs","roster"
"116121",42,"spurt","not"
"116122",41,"spurt","when"
"116123",23,"spv","which"
"116124",43,"spx","1359"
"116125",43,"spx","1380"
"116126",43,"spx","1397"
"116127",43,"spx","1414"
"116128",26,"squab","lacquer"
"116132",40,"squad","with"
"116135",20,"squar","and"
"116136",22,"squar","cell"
"116138",102,"squar","feet"
"116142",36,"squar","mile"
"116143",24,"squar","outsid"
"116146",25,"squar","he"
"116147",39,"squash","and"
"116148",39,"squash","i"
"116150",82,"squeaki","sandal"
"116151",41,"squeaki","shoe"
"116152",41,"squeaki","sneaker"
"116158",47,"squir","brew"
"116159",31,"squirm","i"
"116160",36,"squirrel","nut"
"116161",23,"squish","in"
"116162",32,"squish","you"
"116164",40,"sr","22"
"116165",31,"sr","48"
"116169",38,"sri","lanka"
"116170",43,"sri","lankan"
"116172",55,"srsli","lunch"
"116175",29,"ssh","in"
"116178",32,"st","35"
"116180",29,"st","79"
"116181",43,"st","alum"
"116184",53,"st","btwn"
"116185",84,"st","charl"
"116188",28,"st","david"
"116190",24,"st","drunken"
"116191",24,"st","edward"
"116192",31,"st","elizabeth"
"116194",41,"st","from"
"116197",24,"st","ignatiu"
"116200",357,"st","loui"
"116201",225,"st","loui"
"116207",31,"st","near"
"116212",118,"st","paul"
"116213",25,"st","peter"
"116214",43,"st","petersburg"
"116215",24,"st","philip"
"116217",40,"st","thoma"
"116218",34,"stab","and"
"116220",35,"stab","in"
"116225",41,"stabil","the"
"116227",21,"stabil","he"
"116229",34,"stabl","in"
"116230",34,"stabl","i"
"116231",41,"stabl","thei"
"116232",81,"stabl","and"
"116233",25,"stabl","democrat"
"116242",29,"stack","and"
"116244",103,"stack","of"
"116248",26,"stadium","befor"
"116250",26,"stadium","he"
"116251",34,"stadium","in"
"116252",41,"stadium","issu"
"116255",32,"staf","by"
"116261",65,"staff","chief"
"116262",39,"staff","daili"
"116265",35,"staff","diagno"
"116268",49,"staff","get"
"116269",89,"staff","i"
"116270",38,"staff","member"
"116271",36,"staff","memo"
"116276",33,"staff","rai"
"116284",47,"staff","who"
"116286",75,"staff","writer"
"116289",20,"stafford","from"
"116295",20,"stage","drama"
"116296",56,"stage","for"
"116300",21,"stage","nick"
"116301",22,"stage","of"
"116302",26,"stage","on"
"116304",32,"stage","protest"
"116305",46,"stage","thi"
"116313",36,"stage","it"
"116314",36,"stage","our"
"116316",30,"stagger","administr"
"116319",26,"stahl","and"
"116321",33,"stain","carpet"
"116322",20,"stain","distress"
"116323",38,"stair","and"
"116326",34,"stair","haul"
"116328",35,"stake","ar"
"116330",42,"stake","hi"
"116334",39,"stale","or"
"116335",25,"stalf","the"
"116336",23,"stalin","inva"
"116339",68,"stall","after"
"116342",34,"stall","there"
"116344",44,"stamp","collect"
"116347",24,"stamp","in"
"116360",31,"stamp","here"
"116366",28,"stan","lee"
"116369",39,"stanc","at"
"116374",24,"stand","about"
"116377",81,"stand","at"
"116379",39,"stand","by"
"116382",59,"stand","deliveri"
"116385",32,"stand","firm"
"116386",53,"stand","for"
"116387",25,"stand","hi"
"116388",151,"stand","in"
"116389",34,"stand","it"
"116390",39,"stand","less"
"116391",34,"stand","not"
"116392",105,"stand","on"
"116393",77,"stand","out"
"116395",27,"stand","ovat"
"116396",35,"stand","ovat"
"116398",24,"stand","readi"
"116399",26,"stand","right"
"116402",21,"stand","strong"
"116404",41,"stand","tall"
"116405",25,"stand","that"
"116406",21,"stand","there"
"116409",56,"stand","up"
"116412",25,"standard","a"
"116413",41,"standard","author"
"116414",21,"standard","bearer"
"116416",26,"standard","definit"
"116417",23,"standard","for"
"116418",34,"standard","he"
"116419",21,"standard","in"
"116421",36,"standard","on"
"116424",32,"standard","possibl"
"116425",22,"standard","sai"
"116426",40,"standard","so"
"116428",37,"standard","system"
"116429",71,"standard","test"
"116430",43,"standard","test"
"116431",41,"standard","the"
"116433",41,"standard","to"
"116434",33,"standard","which"
"116435",26,"standard","with"
"116436",41,"standard","would"
"116437",41,"standard","consist"
"116438",32,"standard","mandat"
"116439",39,"standard","oxford"
"116444",28,"stand","pretti"
"116446",50,"standoff","in"
"116447",44,"standoff","walker"
"116448",29,"standout","kill"
"116449",29,"standout","poetri"
"116453",34,"stanford","becau"
"116455",31,"stanford","excerpt"
"116457",39,"stanford","quarterback"
"116460",46,"stanford","wr"
"116461",31,"stanlei","cup"
"116462",62,"stanlei","thi"
"116465",26,"stanton","final"
"116466",30,"stanton","more"
"116467",33,"stanton","rent"
"116473",39,"stapl","recip"
"116478",27,"star","and"
"116480",27,"star","a"
"116482",21,"star","burn"
"116489",71,"star","got"
"116491",49,"star","hugh"
"116492",42,"star","i"
"116493",29,"star","in"
"116494",39,"star","includ"
"116495",55,"star","i"
"116496",26,"star","last"
"116497",29,"star","lebron"
"116500",41,"star","maker"
"116502",54,"star","no"
"116503",36,"star","of"
"116510",33,"star","restaur"
"116514",27,"star","tara"
"116518",35,"star","to"
"116519",26,"star","tommi"
"116522",46,"star","war"
"116524",100,"star","weekend"
"116525",27,"star","who"
"116528",27,"starbuck","can"
"116529",38,"starbuck","instead"
"116532",41,"starbuckstheo","stori"
"116534",20,"starch","the"
"116536",72,"stare","and"
"116537",89,"stare","at"
"116538",44,"stare","out"
"116539",21,"stare","i"
"116541",32,"stark","lowbudget"
"116543",43,"starledg","editor"
"116546",95,"star","have"
"116553",25,"start","4th"
"116554",152,"start","a"
"116556",28,"start","again"
"116557",37,"start","all"
"116558",59,"start","alreadi"
"116561",36,"start","ani"
"116562",22,"start","anoth"
"116563",43,"start","app"
"116564",24,"start","appear"
"116565",23,"start","ar"
"116566",267,"start","at"
"116567",27,"start","baclofen"
"116570",43,"start","by"
"116571",36,"start","censor"
"116575",27,"start","come"
"116576",57,"start","crap"
"116578",35,"start","delib"
"116582",21,"start","film"
"116584",41,"start","for"
"116585",56,"start","from"
"116587",23,"start","get"
"116589",27,"start","he"
"116590",38,"start","her"
"116591",40,"start","here"
"116592",30,"start","hi"
"116593",41,"start","i"
"116594",207,"start","in"
